city,title,price,location,area,building_area,bedrooms,bathrooms,garage
Tangerang Selatan,Rumah Baru Renov di Pamulang 10 Menit ke RSIA Vitalaya Full Furnish J18425,"Rp 1,57 Miliar","Pamulang, Tangerang Selatan",: 120 m²,: 65 m²,2,2,
Tangerang Selatan,Rumah Hadap Timur LT 205 Bisa Nego 8 menit ke Living Plaza Pamulang Siap KPR J19731,"Rp 1,05 Miliar","Pamulang, Tangerang Selatan",: 205 m²,: 100 m²,3,2,
Tangerang Selatan,"Rumah Siap Huni Murah dekat RS Mitra Keluarga Pamulang, Tangsel Harga Nego J17722",Rp 450 Juta,"Pamulang, Tangerang Selatan",: 72 m²,: 65 m²,2,1,
Tangerang Selatan,Rumah LT 120 Hadap Selatan Bisa Nego 15 Mnt ke Bintaro Jaya Xchange Mall J22992,"Rp 1,11 Miliar","Bintaro, Tangerang Selatan",: 120 m²,: 48 m²,2,1,
Tangerang Selatan,Rumah Baru Siap Huni di Pamulang Dekat RSIA Buah Hati Ready Funish J22662,"Rp 1,2 Miliar","Pamulang, Tangerang Selatan",: 98 m²,: 66 m²,3,2,
Tangerang Selatan,Rumah 2 Lantai Mewah Harga Nego 10 Menit Ke Gerbang Tol di Tangerang Selatan J22662,"Rp 1,2 Miliar","Bintaro, Tangerang Selatan",: 98 m²,: 66 m²,3,2,
Tangerang Selatan,Rumah Strategis LT 120 Dekat Sekolah dan RS di Pamulang Siap Huni J18425,"Rp 1,57 Miliar","Pamulang, Tangerang Selatan",: 120 m²,: 65 m²,2,2,
Tangerang Selatan,Rumah 3Lt Gratis Renov 10 menit ke Transpark Mall Bintaro Siap KPR J19666,"Rp 1,75 Miliar","Bintaro, Tangerang Selatan",: 85 m²,: 200 m²,4,3,
Tangerang Selatan,Rumah 2 Carport Hadap Timur 10 Mnt ke Bintaro Jaya Xchange Mall Dibantu KPR J23362,"Rp 1,28 Miliar","Bintaro, Tangerang Selatan",: 72 m²,: 65 m²,2,2,
Tangerang Selatan,Rumah Idaman Siap Huni 5 Kamar Tidur 15 Menit ke CBD Ciledug Family Mall Bisa KPR J25926,"Rp 1,25 Miliar","Bintaro, Tangerang Selatan",: 98 m²,: 196 m²,5,2,
Tangerang Selatan,Rumah SHM 3 Lt Ready Furnished 15 menit ke ITC BSD Siap KPR J19666,"Rp 1,75 Miliar","Bintaro, Tangerang Selatan",: 85 m²,: 200 m²,4,3,
Tangerang Selatan,Rumah Luas Hadap Utara Strategis Dekat Bintaro Jaya Xchange Mall J23768,"Rp 3,21 Miliar","Bintaro, Tangerang Selatan",: 196 m²,: 298 m²,4,3,
Tangerang Selatan,Rumah SHM 10 Menit ke RSU Hermina Serpong Dibantu KPR Harga Nego J22846,Rp 480 Juta,"Serpong, Tangerang Selatan",: 84 m²,: 45 m²,2,1,
Tangerang Selatan,Rumah LT 193 Harga Nego Siap Huni 10 Menit ke Mall Living World Alam Sutera J12027,"Rp 1,77 Miliar","Graha Raya, Tangerang Selatan",: 193 m²,: 90 m²,3,2,
Tangerang Selatan,Rumah Nego Free Renov dekat Living Plaza Pamulang Dibantu KPR J21161,Rp 950 Juta,"Pamulang, Tangerang Selatan",: 104 m²,: 42 m²,2,1,
Tangerang Selatan,Rumah 10 Menit ke RSU Hermina Serpong Hadap Selatan Dibantu KPR J6929,Rp 590 Juta,"Serpong, Tangerang Selatan",: 81 m²,: 45 m²,2,1,
Tangerang Selatan,Rumah Strategis Hadap Selatan 10 menit ke CBD Ciledug Family Mall J21631,"Rp 1,11 Miliar","Graha Raya, Tangerang Selatan",: 84 m²,: 70 m²,3,1,
Tangerang Selatan,Rumah Luas Semi Furnished 4 Menit ke RS Hermina Serpong Tangsel Dibantu KPR J22096,"Rp 1,07 Miliar","Serpong, Tangerang Selatan",: 103 m²,: 66 m²,3,2,
Tangerang Selatan,Rumah Idaman 5 Kamar Tidur Strategis 15 Menit ke CBD Ciledug Family Mall Siap KPR J-25926,"Rp 1,25 Miliar","Graha Raya, Tangerang Selatan",: 98 m²,: 196 m²,5,2,
Tangerang Selatan,Rumah 2 Lantai 15 Menit ke Mall Paradise Walk Serpong 860jtan Harga All In KPR J11343,Rp 910 Juta,"Serpong, Tangerang Selatan",: 81 m²,: 51 m²,3,2,
Tangerang Selatan,Rumah 1 Lt Semi Furnish di Graha Raya Dekat Tol Parigi Sudah Renov J22852,"Rp 1,66 Miliar","Graha Raya, Tangerang Selatan",: 90 m²,: 126 m²,2,1,
Tangerang Selatan,"Rumah Siap Huni 2 Lantai, 3 Kt, 2 Km Dekat Cbd Bintaro Jaya Shm","Rp 1,3 Miliar","Bintaro, Tangerang Selatan",: 70 m²,: 70 m²,3,2,1
Tangerang Selatan,"Perumahan Pondok Jaya, Jalan Poselan Blok E 8 Nomor 18, Bintaro Jaya Sektor 5, Pondok Aren, Kota Tangerang Selatan","Rp 1,26 Miliar","Bintaro, Tangerang Selatan",: 109 m²,: 270 m²,4,2,2
Tangerang Selatan,"Rumah Bagus Di Emerald Bintaro Pondok Aren Strategis Dekat Perkantoran, Sekolah Dan Jalan Tol Bebas Banjir","Rp 2,2 Miliar","Bintaro, Tangerang Selatan",: 84 m²,: 100 m²,3,2,1
Tangerang Selatan,Rumah Brand New Senayan Bintaro Jaya Sektor 9 Ada Kolam Renang,"Rp 7,4 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 225 m²,: 390 m²,5,4,2
Tangerang Selatan,Dijual Rumah Di Bintaro Sektor 3 Brand New,"Rp 7,9 Miliar","Bintaro, Tangerang Selatan",: 250 m²,: 420 m²,4,4,2
Tangerang Selatan,Rumah Hadap Timur LT 205 Bisa Nego 8 menit ke Living Plaza Pamulang Siap KPR J19731,"Rp 1,05 Miliar","Pamulang, Tangerang Selatan",: 205 m²,: 100 m²,3,2,
Tangerang Selatan,"Rumah Siap Huni Murah dekat RS Mitra Keluarga Pamulang, Tangsel Harga Nego J17722",Rp 450 Juta,"Pamulang, Tangerang Selatan",: 72 m²,: 65 m²,2,1,
Tangerang Selatan,Rumah LT 120 Hadap Selatan Bisa Nego 15 Mnt ke Bintaro Jaya Xchange Mall J22992,"Rp 1,11 Miliar","Bintaro, Tangerang Selatan",: 120 m²,: 48 m²,2,1,
Tangerang Selatan,Rumah 2 Lantai Mewah Harga Nego 10 Menit Ke Gerbang Tol di Tangerang Selatan J22662,"Rp 1,2 Miliar","Bintaro, Tangerang Selatan",: 98 m²,: 66 m²,3,2,
Tangerang Selatan,Rumah 3Lt Gratis Renov 10 menit ke Transpark Mall Bintaro Siap KPR J19666,"Rp 1,75 Miliar","Bintaro, Tangerang Selatan",: 85 m²,: 200 m²,4,3,
Tangerang Selatan,Rumah 2 Carport Hadap Timur 10 Mnt ke Bintaro Jaya Xchange Mall Dibantu KPR J23362,"Rp 1,28 Miliar","Bintaro, Tangerang Selatan",: 72 m²,: 65 m²,2,2,
Tangerang Selatan,Rumah Idaman Siap Huni 5 Kamar Tidur 15 Menit ke CBD Ciledug Family Mall Bisa KPR J25926,"Rp 1,25 Miliar","Bintaro, Tangerang Selatan",: 98 m²,: 196 m²,5,2,
Tangerang Selatan,Rumah SHM 3 Lt Ready Furnished 15 menit ke ITC BSD Siap KPR J19666,"Rp 1,75 Miliar","Bintaro, Tangerang Selatan",: 85 m²,: 200 m²,4,3,
Tangerang Selatan,Rumah 2 Lt SHM LT 180 Harga Nego 13 Menit ke Gerbang Tol Ciledug 1 Dibantu KPR J23382,"Rp 2,1 Miliar","Bintaro, Tangerang Selatan",: 180 m²,: 150 m²,4,2,
Tangerang Selatan,Rumah SHM 15 Menit ke Gerbang Tol Ciledug 4 Siap KPR Harga Nego J22482,"Rp 1,17 Miliar","Bintaro, Tangerang Selatan",: 81 m²,: 70 m²,2,1,
Tangerang Selatan,Rumah Cantik 3 Lt Siap KPR 6 Menit ke Gerbang Tol Bintaro Viaduct J24856,"Rp 2,21 Miliar","Bintaro, Tangerang Selatan",: 118 m²,: 100 m²,2,3,
Tangerang Selatan,Rumah Luas Dan Cantik 1 Lantai Tinggi Dan Besar Dekat Kampus Unpam Free Semua Biaya-Biaya,Rp 680 Juta,"Pamulang, Tangerang Selatan",: 84 m²,: 45 m²,2,1,2
Tangerang Selatan,Rumah Siap Huni Type 45/72 Samping Permata Pamulang,Rp 570 Juta,"Pamulang, Tangerang Selatan",: 72 m²,: 45 m²,2,1,2
Tangerang Selatan,Rumah Nyaman Siap Huni Akses Tol Pamulang,Rp 820 Juta,"Pamulang, Tangerang Selatan",: 62 m²,: 75 m²,3,2,1
Tangerang Selatan,"Rumah 2 Lantai Bagus di Pamulang, Dekat Pintu Tol Pamulang, Bebas Banjir, Dekat Jalan Raya, Cluster Greenwoods Pamulang 8, Tangerang Selatan","Rp 1,49 Miliar","Pamulang, Tangerang Selatan",: 112 m²,: 96 m²,3,2,2
Tangerang Selatan,Rumah Kondisi 2 Lt Kebayoran Infinity Bintaro Jaya Sektor 7,"Rp 4,25 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 162 m²,4,3,2
Tangerang Selatan,Rumah 2 Lantai Semi Furnished Shm Murah Sektor 5 Bintaro Jaya,"Rp 2,2 Miliar","Bintaro, Tangerang Selatan",: 147 m²,: 200 m²,3,2,2
Tangerang Selatan,"The Luxury Of Bintaro Jaya. Rmh Mewah, Hook, Siap Huni, Cozy, 2Lt","Rp 4,8 Miliar","Bintaro, Tangerang Selatan",: 195 m²,: 191 m²,4,3,2
Tangerang Selatan,Rumah Luas 2 Lt Bisa Nego 5 Menit ke Stasiun Sudimara Dibantu KPR J22187,"Rp 1,33 Miliar","Bintaro, Tangerang Selatan",: 100 m²,: 200 m²,4,3,
Tangerang Selatan,Rumah Strategis 10 Menit ke Gerbang Tol Pamulang Bebas Biaya Biaya J22662,"Rp 1,2 Miliar","Pamulang, Tangerang Selatan",: 98 m²,: 66 m²,3,2,
Tangerang Selatan,Hunian Cantik SHM 15 Menit Ke Stasiun Sudimara SHM Lt 137 Harga Nego J18133,"Rp 1,4 Miliar","Ciputat, Tangerang Selatan",: 137 m²,: 105 m²,4,1,1
Tangerang Selatan,Rumah Hadap Utara 9 Menit ke Living Plaza Bintaro Harga Nego Siap KPR  J26523,"Rp 1,44 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 170 m²,3,3,
Tangerang Selatan,Rumah LT 400 Siap Huni di Jalan Lebar 10 Mnt ke Living Plaza Pamulang Dibantu KPR J20286,"Rp 2,66 Miliar","Pamulang, Tangerang Selatan",: 400 m²,: 220 m²,2,3,
Tangerang Selatan,Rumah LT 100 Harga Nego dekat Bintaro Jaya X-Change Siap KPR J11916,"Rp 1,17 Miliar","Bintaro, Tangerang Selatan",: 100 m²,: 75 m²,3,2,
Tangerang Selatan,Rumah SHM 2 Lt dekat dekat Transpark Mall Bintaro Tangerang Bisa Nego J20590,Rp 700 Juta,"Bintaro, Tangerang Selatan",: 73 m²,: 91 m²,2,3,
Tangerang Selatan,Rumah Minimalis 15 Menit ke RSU Hermina Serpong 500jt Siap Nego J10046,Rp 530 Juta,"Serpong, Tangerang Selatan",: 68 m²,: 36 m²,2,1,
Tangerang Selatan,Rumah 670jtan Strategis 15 Menit ke Pasar Modern Graha Raya Bebas Banjir J20590,Rp 700 Juta,"Pondok Aren, Tangerang Selatan",: 73 m²,: 91 m²,2,3,
Tangerang Selatan,Rumah Luas 2 Lt Siap KPR 15 menit ke Gerbang Tol Tangerang 1 Harga Nego J23973,"Rp 1,33 Miliar","Pondok Aren, Tangerang Selatan",: 120 m²,: 138 m²,3,3,
Tangerang Selatan,Rumah Bagus Dijual Murah Dengan Fasilitas Pool di Perumahan Villa Bintaro,"Rp 3,65 Miliar","Bintaro, Tangerang Selatan",: 665 m²,: 250 m²,4,4,3
Tangerang Selatan,Dijual Rumah Brand New Town House di Bintaro,"Rp 1,84 Miliar","Bintaro, Tangerang Selatan",: 61 m²,: 85 m²,3,3,2
Tangerang Selatan,Murah Bisa Nego Rumah Posisi Hoek Dekat Taman Di Sektor 9,"Rp 2,8 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 142 m²,: 180 m²,3,2,1
Tangerang Selatan,"Dijual Rumah Baru 2 Lantai Lokasi Strategis Di Pondok Cabe, Tangerang Selatan","Rp 1,8 Miliar","Pamulang, Tangerang Selatan",: 88 m²,: 150 m²,3,2,2
Tangerang Selatan,"Rumah Mewah,asri Siap Huni Didalam Cluster Exclusive Di Bintaro Jaya Sektor 9","Rp 5,6 Miliar","Bintaro, Tangerang Selatan",: 225 m²,: 285 m²,4,4,1
Tangerang Selatan,Rumah Minimalis SHM 15 Menit Ke Transpark Mall Bintaro Siap Kpr Harga Nego J20590,Rp 700 Juta,"Bintaro, Tangerang Selatan",: 73 m²,: 91 m²,2,3,
Tangerang Selatan,Rumah Strategis Sudah Renov 9 Menit ke Mall Paradise Walk Serpong Semi Furnished J15132,Rp 720 Juta,"Serpong, Tangerang Selatan",: 80 m²,: 70 m²,2,1,
Tangerang Selatan,Dijual Rumah Hook Di Bintaro Dekat Bintaro Plaza Dan Sekolah,"Rp 4,55 Miliar","Bintaro, Tangerang Selatan",: 257 m²,: 300 m²,4,4,2
Tangerang Selatan,Rumah Exclusive South City Pamulang Cinere Nyaman Bebas Banjir,"Rp 2,8 Miliar","Pamulang, Tangerang Selatan",: 161 m²,: 179 m²,4,3,1
Tangerang Selatan,Jual Rumah Bintaro Sektor 7....murah..bu,"Rp 5,9 Miliar","Bintaro, Tangerang Selatan",: 271 m²,: 312 m²,5,4,1
Tangerang Selatan,"Dijual Cepat Rumah Bintaro Jaya, Puri Bintaro Sektor 9","Rp 4,4 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 225 m²,: 250 m²,4,3,2
Tangerang Selatan,Turun Harga Rumah Ada Taman Dalam Cluster Di Sektor 7 Dekat Tol,"Rp 4,25 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 162 m²,4,3,2
Tangerang Selatan,"Rumah 2 Lantai Di Bintaro Sektor 9, Perumahan Asri Siap Huni","Rp 7,5 Miliar","Bintaro, Tangerang Selatan",: 330 m²,: 350 m²,4,3,2
Tangerang Selatan,"Rumah Butuh Renovasi Villa Dago Pamulang, Tangsel","Rp 1,7 Miliar","Pamulang, Tangerang Selatan",: 283 m²,: 300 m²,3,3,3
Tangerang Selatan,Dijual Rumah Original Brand New  Blom Pernah Dihuni,"Rp 3,25 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 135 m²,: 156 m²,4,3,
Tangerang Selatan,Rumah Bagus Siap Huni Dekat Tol Bebas Banjir Jalak Graha Bintaro Tangsel,"Rp 1,25 Miliar","Graha Raya, Tangerang Selatan",: 72 m²,: 50 m²,2,1,1
Tangerang Selatan,"di Pasti Untung Beli ini. Murah. Kawasan Elite nya bintaro. Puri Bintaro, Jalan Puri Selatan VB, Blok PB-26 No.36 Kelurahan Sawah Baru ,Kecamatan Ciputat Kota Tangerang Selatan, Bintaro","Rp 1,58 Miliar","Bintaro, Tangerang Selatan",: 144 m²,: 150 m²,4,2,2
Tangerang Selatan,Rumah  Bagus Unfurnished Dekat Pintu Tol Di Cluster Bintaro,"Rp 7,4 Miliar","Bintaro, Tangerang Selatan",: 225 m²,: 390 m²,5,4,2
Tangerang Selatan,Rumah  3 Lantai Bagus Unfurnished Dekat Pintu Tol Bintaro,"Rp 2,2 Miliar","Bintaro, Tangerang Selatan",: 72 m²,: 150 m²,4,3,2
Tangerang Selatan,Rumah Cantik Shm Onhand Di Emerald Bintaro Sektor 9,"Rp 4,5 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 190 m²,4,4,2
Tangerang Selatan,Rumah Baru Kamar Luas Lantai Marmer Shm Bisa Kpr Di Bintaro Jaya,"Rp 8,7 Miliar","Bintaro, Tangerang Selatan",: 255 m²,: 385 m²,4,5,2
Tangerang Selatan,Rumah Siap Huni Jual Cepat Di Discovery Bintaro Jaya,"Rp 1,9 Miliar","Bintaro, Tangerang Selatan",: 75 m²,: 50 m²,2,1,1
Tangerang Selatan,Rumah Brand New di Citra Garden Bintaro,Rp 2 Miliar,"Bintaro, Tangerang Selatan",: 72 m²,: 90 m²,3,3,2
Tangerang Selatan,Rumah Murah Full Furnish Termasuk Biaya Siap Huni Lokasi Strategis,"Rp 2,1 Miliar","Bintaro, Tangerang Selatan",: 110 m²,: 95 m²,3,3,1
Tangerang Selatan,Rumah Modern Classic Dalam Cluster Ready Siap Huni,"Rp 1,37 Miliar","Bintaro, Tangerang Selatan",: 60 m²,: 90 m²,3,2,1
Tangerang Selatan,Rumah Cluster Modern Di Bintaro,"Rp 1,3 Miliar","Bintaro, Tangerang Selatan",: 60 m²,: 95 m²,3,2,1
Tangerang Selatan,Rumah Siap Huni Strategis Dibantu KPR 15 Menit ke Stasiun Sudimara Harga Nego J16567,Rp 780 Juta,"Bintaro, Tangerang Selatan",: 110 m²,: 92 m²,2,1,
Tangerang Selatan,Rumah Mewah Brandnew Lokasi Bagus Strategis Dekat Tol Di Bintaro,"Rp 6,2 Miliar","Bintaro, Tangerang Selatan",: 264 m²,: 380 m²,4,5,2
Tangerang Selatan,Rumah Mewah Sudut Depan Taman Brandnew 2lt Di Bintaro Jaya Sek 9,"Rp 3,9 Miliar","Bintaro, Tangerang Selatan",: 139 m²,: 280 m²,4,4,3
Tangerang Selatan,Rumah Kebayoran Infinity Banting Harga Jual Dibawah Pasaran,"Rp 4,25 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 162 m²,4,3,2
Tangerang Selatan,Rumah Strategis Siap Huni 15 menit ke SMAN 3 Tangsel Dibantu KPR J21590,Rp 650 Juta,"Bintaro, Tangerang Selatan",: 78 m²,: 54 m²,2,1,
Tangerang Selatan,Rumah LT 108 Bisa Nego 10 Menit ke Stasiun Sudimara Dibantu KPR J21665,"Rp 1,77 Miliar","Bintaro, Tangerang Selatan",: 108 m²,: 76 m²,2,3,
Tangerang Selatan,"Rumah Mewah Ada Swimming Pool, Shm ,di Dalam Menteng Bintaro Jaya","Rp 11,5 Miliar","Sektor 7-Bintaro, Tangerang Selatan",: 255 m²,: 410 m²,4,4,3
Tangerang Selatan,Rumah Cantik Minamlis Modern SHM Siap Huni di Bintaro Jaya,"Rp 1,9 Miliar","Bintaro, Tangerang Selatan",: 75 m²,: 55 m²,2,1,1
Tangerang Selatan,Rumah 2 Lantai Di Kucica Bintaro Jaya Sektor 9.,"Rp 3,65 Miliar","Bintaro, Tangerang Selatan",: 120 m²,: 230 m²,4,3,2
Tangerang Selatan,"Rumah 2 Lantai Di Kebayoran Resindence - Bintaro Jaya, Shm, Termurah, Ada Kolam Renang","Rp 5,1 Miliar","Bintaro, Tangerang Selatan",: 204 m²,: 216 m²,4,3,2
Tangerang Selatan,Rumah Bagus Strategis Posisi Hook Dekat Sekolah Jepang Di Bintaro Sektor 9,"Rp 2,2 Miliar","Bintaro, Tangerang Selatan",: 155 m²,: 135 m²,3,3,
Tangerang Selatan,Dijual Rumah Bagu Siap Huni Di Permata Bintaro Sektor 9,"Rp 2,3 Miliar","Bintaro, Tangerang Selatan",: 164 m²,: 110 m²,3,2,
Tangerang Selatan,Rumah Cantik Jarang Ada Dibangun Sendiri Di Bintaro Jaya Sektor 9,"Rp 3,2 Miliar","Bintaro, Tangerang Selatan",: 127 m²,: 249 m²,3,3,2
Tangerang Selatan,Rumah Cantik Posisi Hoek Halaman Luas Di Bintaro Jaya Sektor 9,"Rp 5,5 Miliar","Bintaro, Tangerang Selatan",: 258 m²,: 200 m²,4,3,1
Tangerang Selatan,Rumah Modern Siap Huni Dekat Krl Dan Pintu Tol Di Bintaro,"Rp 2,95 Miliar","Bintaro, Tangerang Selatan",: 107 m²,: 163 m²,4,4,2
Tangerang Selatan,Rumah Luas Akses Strategis ke Gerbang Tol Pondok Aren 2 Harga Nego J22569,"Rp 1,83 Miliar","Bintaro, Tangerang Selatan",: 179 m²,: 160 m²,2,2,
Tangerang Selatan,"Rumah 2 Lantai Kondisi Sudah Renovasi Di Sektor 9 Lokasi Dekat Dengan Pasar, Rumah Sakit","Rp 2,9 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 149 m²,: 200 m²,3,5,2
Tangerang Selatan,Rumah Hook siap huni di Discovery Fiore Bintaro Jaya,"Rp 4,7 Miliar","Bintaro, Tangerang Selatan",: 224 m²,: 174 m²,4,3,2
Tangerang Selatan,Rumah Kebayoran Residence Premium Area Kondisi Bagus Harga Paling Murah,"Rp 4,9 Miliar","Bintaro, Tangerang Selatan",: 204 m²,: 249 m²,4,3,2
Tangerang Selatan,Rumah 2 Lt Siap Huni di Tangsel 15 Menit ke RS IMC Bintaro Harga Nego J26298,"Rp 1,33 Miliar","Bintaro, Tangerang Selatan",: 68 m²,: 62 m²,3,2,
Tangerang Selatan,Rumah Strategis 15 Mnt ke Bintaro Jaya Xchange Mall LB 200 Siap Nego J13498,"Rp 1,72 Miliar","Bintaro, Tangerang Selatan",: 115 m²,: 200 m²,6,4,
Tangerang Selatan,Rumah Di Perumahan Griya Galeri Pamulang Luas 108m2 Shm Barat,Rp 800 Juta,"Pamulang, Tangerang Selatan",: 108 m²,: 75 m²,3,1,1
Tangerang Selatan,"Rumah di Discovery Cielo Bintaro, Lt 135 Harga Murah di Sektor 9","Rp 3,65 Miliar","Bintaro, Tangerang Selatan",: 135 m²,: 150 m²,4,3,2
Tangerang Selatan,Rumah Murah Siap Huni 2lt Di Bintaro Jaya Sektor 9,"Rp 2,6 Miliar","Bintaro, Tangerang Selatan",: 120 m²,: 180 m²,3,3,2
Tangerang Selatan,"Di Jual Rumah Modern Minimalis Siap Huni Di Permata Depan Taman, Bintaro Sektor 9","Rp 1,82 Miliar","Bintaro, Tangerang Selatan",: 96 m²,: 100 m²,3,2,1
Tangerang Selatan,"Rumah di Discovery Cielo Bintaro, Murah Dan Bagus di Sektor 9","Rp 2,65 Miliar","Bintaro, Tangerang Selatan",: 105 m²,: 110 m²,3,2,1
Tangerang Selatan,Di  Rumah Mewah Strategis Akses Tol Dekat Stasiun Juramangu,"Rp 1,7 Miliar","Sektor 9-Bintaro, Tangerang Selatan",: 60 m²,: 68 m²,3,2,2
Tangerang Selatan,Rumah Hadap Timur 6 Kamar Tidur 15 menit ke Gerbang Tol Bintaro Viaduct J22006,"Rp 2,66 Miliar","Bintaro, Tangerang Selatan",: 392 m²,: 150 m²,6,3,
Tangerang Selatan,Rumah SHM Strategis Siap KPR 15 Mnt ke Transmart Graha Raya Tangerang J16983,Rp 810 Juta,"Bintaro, Tangerang Selatan",: 63 m²,: 66 m²,3,1,
Tangerang Selatan,Rumah Cantik Siap Huni Dekat Universitas Pamulang,Rp 585 Juta,"Pamulang, Tangerang Selatan",: 72 m²,: 45 m²,2,1,2
Tangerang Selatan,Rumah SHM Hadap Timur 15 Menit ke CBD Ciledug Family Mall Dibantu KPR J26605,"Rp 1,33 Miliar","Bintaro, Tangerang Selatan",: 64 m²,: 67 m²,3,2,
Tangerang Selatan,Rumah LT 139 Siap KPR Harga Nego 10 Mnt ke Mall Transpark Bintaro J10604,"Rp 3,63 Miliar","Bintaro, Tangerang Selatan",: 139 m²,: 211 m²,3,2,
Tangerang Selatan,Rumah Semi Furnished Hadap Timur 10 Mnt ke Living World Alam Sutera Free Renov J20755,"Rp 1,57 Miliar","Bintaro, Tangerang Selatan",: 72 m²,: 84 m²,3,2,
Tangerang Selatan,Rumah Bagus Siap Huni Harga Murah Dalam Cluster One Gate Bintaro Sektor 9,"Rp 1,85 Miliar","Bintaro, Tangerang Selatan",: 108 m²,: 90 m²,2,2,1
Tangerang Selatan,Rumah Rapih Dengan Taman Dan Balkon Siap Huni Di Sektor,"Rp 4,5 Miliar","Bintaro, Tangerang Selatan",: 308 m²,: 250 m²,4,3,1
Tangerang Selatan,Rumah 2lt di Griya Bintaro Estate 500m ke Bintaro Mall Exchange,"Rp 1,49 Miliar","Bintaro, Tangerang Selatan",: 68 m²,: 68 m²,3,2,2
Tangerang Selatan,Rumah 2 Lt Hadap Timur Free Renov 15 Menit ke Bintaro Jaya Xchange Mall J27170,"Rp 3,45 Miliar","Bintaro, Tangerang Selatan",: 150 m²,: 400 m²,8,5,
Tangerang Selatan,Rumah Seken Terawat Siap Huni LT 144 dekat Transpark Mall Bintaro Dibantu KPR J14205,"Rp 1,72 Miliar","Bintaro, Tangerang Selatan",: 144 m²,: 150 m²,3,3,
Tangerang Selatan,Rumah Halaman Luas Siap KPR dekat Mall Bintaro Jaya Xchange Free Rneov J9839,"Rp 2,67 Miliar","Bintaro, Tangerang Selatan",: 162 m²,: 130 m²,3,3,1
Tangerang Selatan,Rumah LT 193 Bisa Nego 10 Mnt ke Mall Living World Alam Sutera Siap KPR J12027,"Rp 1,77 Miliar","Bintaro, Tangerang Selatan",: 193 m²,: 90 m²,3,2,
Tangerang Selatan,Rumah Cantik dekat Pintu Tol Bintaro Viaduct Harga Nego Siap KPR J24032,"Rp 2,99 Miliar","Bintaro, Tangerang Selatan",: 148 m²,: 160 m²,5,4,
Tangerang Selatan,Rumah 3Lt Hadap Utara Dibantu KPR 6 Mnt ke Gerbang Tol Veteran Bisa Nego J22022,"Rp 3,87 Miliar","Bintaro, Tangerang Selatan",: 87 m²,: 200 m²,3,4,
Tangerang Selatan,Rumah SHM Harga Nego 15 Menit Ke Bsd Plaza Siap Kpr J22368,"Rp 2,44 Miliar","Bintaro, Tangerang Selatan",: 100 m²,: 88 m²,2,2,
Tangerang Selatan,Rumah Seken Cantik Siap Huni 15 Menit Ke Bintaro Jaya X change J11916,"Rp 1,17 Miliar","Bintaro, Tangerang Selatan",: 100 m²,: 75 m²,3,2,
Tangerang Selatan,Jual Segera Rumah Brand New Di Ribang Asri Pondok Aren Tangerang,"Rp 1,62 Miliar","Pondok Aren, Tangerang Selatan",: 120 m²,: 90 m²,3,2,
Tangerang Selatan,Rumah Hoek Bagus Lokasi Strategis Di Sektor 9 Bintaro Jaya,"Rp 4,8 Miliar","Bintaro, Tangerang Selatan",: 238 m²,: 200 m²,4,3,2
Tangerang Selatan,Rumah Cantik Siap Huni di Taman Puri Bintaro Jaya Sektor 9,"Rp 4,2 Miliar","Bintaro, Tangerang Selatan",: 196 m²,: 200 m²,4,3,2
Tangerang Selatan,Rumah Murah Bintaro Strategis Lingkungan Nyaman Shm,Rp 700 Juta,"Bintaro, Tangerang Selatan",: 66 m²,: 45 m²,3,2,2
Tangerang Selatan,Rumah Bagus Siap Huni Dekat Stasiun Di Bintaro,"Rp 2,2 Miliar","Bintaro, Tangerang Selatan",: 84 m²,: 92 m²,3,2,1
Tangerang Selatan,Rumah 2 Lt Harga Nego SHM dekat Bintaro Plaza Dibantu KPR J23127,"Rp 1,83 Miliar","Bintaro, Tangerang Selatan",: 180 m²,: 250 m²,4,2,
Tangerang Selatan,Rumah 3 Lt Bisa Nego 8 menit ke Gerbang Tol Parigi Dibantu KPR J17701,"Rp 1,88 Miliar","Bintaro, Tangerang Selatan",: 72 m²,: 150 m²,3,3,
Tangerang Selatan,Rumah 2 Lt Hadap Utara 10 menit ke Bintaro Jaya Xchange Mall Dibantu KPR J20396,"Rp 1,88 Miliar","Bintaro, Tangerang Selatan",: 80 m²,: 120 m²,3,3,
Tangerang Selatan,Rumah 2lt SHM Strategis Siap Kpr 10 Menit Ke Teraskota J20576,Rp 970 Juta,"Bintaro, Tangerang Selatan",: 45 m²,: 52 m²,2,2,1
Tangerang Selatan,Rumah Modern Minimalis Di Bintaro Jaya Sektor 6,"Rp 3,35 Miliar","Bintaro, Tangerang Selatan",: 120 m²,: 160 m²,4,3,2
