city,title,price,location,area,building_area,bedrooms,bathrooms,garage
Jakarta Barat,Rumah 2 Lantai Puri Indah Blok Bagus Desain Plong Lebar Depan 12 Meter,Rp 14 Miliar,"Puri Indah, Jakarta Barat",: 330 m²,: 400 m²,3,3,1
Jakarta Barat,Best Price Rumah Lebar 12m Blok Favorit Dekat Lapangan Tenis Intercon Kebon Jeruk,"Rp 6,25 Miliar","Intercon, Jakarta Barat",: 300 m²,: 282 m²,4,3,2
Jakarta Barat,Rumah Mewah Tropical Hook Siap Huni Intercon Kebon Jeruk Lt 520m2,"Rp 16,8 Miliar","Intercon, Jakarta Barat",: 520 m²,: 600 m²,4,3,2
Jakarta Barat,"Rumah di Perumahan Taman Meruya Ilir, Meruya Utara 8x15","Rp 2,4 Miliar","Meruya, Jakarta Barat",: 120 m²,: 200 m²,4,2,1
Jakarta Barat,"Ana* Rumah Plong Di Kav.polri Luas 4x22m, 3lt Jelambar - * Good-Deal!!*","Rp 2,39 Miliar","Jelambar, Jakarta Barat",: 88 m²,: 208 m²,2,3,1
Jakarta Barat,"Rumah Mewah Hook Dekat Mall, Meruya Utara","Rp 8,9 Miliar","Meruya, Jakarta Barat",: 469 m²,: 500 m²,6,3,
Jakarta Barat,8 X 18 Full Bangunan Termurah Gaada Lawan,"Rp 3,75 Miliar","Green Lake City, Jakarta Barat",: 144 m²,: 208 m²,3,4,3
Jakarta Barat,Rumah  Minimalis Duri Kepa Lt 44m2 Bebas Banjir,"Rp 1,69 Miliar","Duri Kepa, Jakarta Barat",: 44 m²,: 120 m²,3,3,1
Jakarta Barat,Termurah Rumah 2 Lantai di Kavling Dki Meruya,"Rp 2,1 Miliar","Meruya, Jakarta Barat",: 100 m²,: 130 m²,4,3,2
Jakarta Barat,Harga Termurah Rumah 2 Lantai Di Kavling Dki Meruya,"Rp 2,35 Miliar","Meruya, Jakarta Barat",: 125 m²,: 150 m²,4,3,2
Jakarta Barat,Rumah 3 Lantai Posisi Hook Di Citra Garden 2,Rp 6 Miliar,"Citra Garden, Jakarta Barat",: 213 m²,: 400 m²,5,3,1
Jakarta Barat,Rumah Bagus Daan Mogot Baru Hadap Selatan Full Furnished Modern,Rp 6 Miliar,"Daan Mogot, Jakarta Barat",: 200 m²,: 550 m²,6,4,2
Jakarta Barat,Rumah Daan Mogot Luxuriously Full Furnished,"Rp 6,5 Miliar","Daan Mogot, Jakarta Barat",: 273 m²,: 480 m²,5,5,
Jakarta Barat,Rumah 3 Lantai Bagus Di Daan Mogot Baru Semi Furnished,"Rp 4,5 Miliar","Daan Mogot, Jakarta Barat",: 144 m²,: 220 m²,6,4,1
Jakarta Barat,Rumah Dijual Brand New Minimalis Taman Ratu Lt 90m2 Dalam Komplek,"Rp 2,49 Miliar","Taman Ratu, Jakarta Barat",: 90 m²,: 200 m²,3,4,1
Jakarta Barat,Rumah Hook Citra Garden 1 Jalan Utama Dekat Bandara Soekarno Hata,Rp 8 Miliar,"Citra Garden, Jakarta Barat",: 498 m²,: 475 m²,5,4,
Jakarta Barat,Rumah Kost 2 Lantai Tanjung Duren Lt 144m2 Jalanan Lebar,"Rp 3,2 Miliar","Tanjung Duren, Jakarta Barat",: 144 m²,: 200 m²,9,4,1
Jakarta Barat,Rumah Siap Huni  Duri Kepa Lt 365m2 Lokasi Strategis,"Rp 6,2 Miliar","Duri Kepa, Jakarta Barat",: 365 m²,: 200 m²,4,5,1
Jakarta Barat,Rumah Dan Kavling  Tanjung Duren Lt 1031m2 Lokasi Strategis,Rp 15 Miliar,"Tanjung Duren, Jakarta Barat",: 1031 m²,: 800 m²,5,3,1
Jakarta Barat,Rumah  Siap Huni Kavling Polri Jelambar Lt 134m2 Blok Favorit,"Rp 3,9 Miliar","Jelambar, Jakarta Barat",: 134 m²,: 150 m²,3,3,2
Jakarta Barat,Europe 6x15 - Siap Huni.,"Rp 2,4 Miliar","Green Lake City, Jakarta Barat",: 90 m²,: 125 m²,3,3,2
Jakarta Barat,Meruya Utara - Swimming Pool - Siap Huni!!!,"Rp 4,5 Miliar","Meruya, Jakarta Barat",: 250 m²,: 500 m²,4,4,2
Jakarta Barat,"Green Lake City, Best Deal, 4x15, Std Developer, Rapih, Strategis","Rp 1,49 Miliar","Green Lake City, Jakarta Barat",: 60 m²,: 75 m²,2,1,1
Jakarta Barat,"Green Lake City Dijual, 8x15, Best Deal, Cluster Favorit, Std Dev","Rp 3,2 Miliar","Green Lake City, Jakarta Barat",: 120 m²,: 150 m²,3,2,1
Jakarta Barat,Rumah 2 Lantai Bagus Permata Buana Jakarta Barat,"Rp 4,2 Miliar","Permata Buana, Jakarta Barat",: 136 m²,: 200 m²,4,2,1
Jakarta Barat,"Rumah Minimalis di Permata Buana Uk 8x20m2 , Lokasi Bagus","Rp 5,4 Miliar","Permata Buana, Jakarta Barat",: 160 m²,: 300 m²,4,4,
Jakarta Barat,Nego Sampai Deal Rumah Permata Buana 8x20 Hitung Tanah,"Rp 4,09 Miliar","Permata Buana, Jakarta Barat",: 160 m²,: 200 m²,3,3,
Jakarta Barat,Rumah Viral Tanjung Duren 3 Lantai Shm Strategis,"Rp 1,4 Miliar","Tanjung Duren, Jakarta Barat",: 40 m²,: 100 m²,3,3,1
Jakarta Barat,Rumah Jelambar Kavling Polri 3.5 Lantai Jalan 2 Mobil Shm,"Rp 3,9 Miliar","Jelambar, Jakarta Barat",: 113 m²,: 200 m²,3,3,1
Jakarta Barat,Rumah 6x15 Dalam Komplek Taman Ratu(tr185),Rp 3 Miliar,"Taman Ratu, Jakarta Barat",: 90 m²,: 189 m²,3,3,
Jakarta Barat,Rumah 6x23.5 Lokasi Strategis Di Taman Cosmos Taman Ratu(tr208),"Rp 1,9 Miliar","Taman Ratu, Jakarta Barat",: 141 m²,: 190 m²,3,3,
Jakarta Barat,Rumah Tua Hitung Tanah Strategis Di Duri Kepa(dk270),"Rp 1,6 Miliar","Duri Kepa, Jakarta Barat",: 100 m²,: 100 m²,1,1,
Jakarta Barat,Rumah 4.5x13 Siap Huni Di Tanjung Duren(TD317),"Rp 2,3 Miliar","Tanjung Duren, Jakarta Barat",: 58 m²,: 105 m²,4,3,
Jakarta Barat,Rumah Tanjung Duren 4 Lantai Shm Imb Pbb Barat,"Rp 1,69 Miliar","Tanjung Duren, Jakarta Barat",: 46 m²,: 120 m²,3,4,1
Jakarta Barat,Rumah 3 Lantai Bagus Utara Shm Jalan 2 Mobil,"Rp 2,35 Miliar","Tanjung Duren, Jakarta Barat",: 78 m²,: 204 m²,3,3,2
Jakarta Barat,Paling Bagus 2lt Furnish  Citra 2 Gada Yang Seperti Ini Hook,"Rp 5,6 Miliar","Citra Garden, Jakarta Barat",: 232 m²,: 310 m²,4,5,2
Jakarta Barat,Bs Kpr  Citra8. 3 Lantai Lebar 5 Turun Harga Hmpir 220 Jt,"Rp 2,1 Miliar","Citra Garden, Jakarta Barat",: 62 m²,: 80 m²,4,3,2
Jakarta Barat,Rumah Bagus  Sudah Renovasi 8x15 Citra Garden 6,"Rp 3,5 Miliar","Citra Garden, Jakarta Barat",: 120 m²,: 185 m²,3,3,1
Jakarta Barat,"Rumah Kost Hitung Tanah, Gelong, Strategis, Tomang, Jakarta Barat","Rp 3,4 Miliar","Tomang, Jakarta Barat",: 145 m²,: 200 m²,12,3,1
Jakarta Barat,Rumah Modern Siap Huni di Taman Kebon Jeruk Intercon Jakarta Barat,"Rp 8,5 Miliar","Intercon, Jakarta Barat",: 300 m²,: 450 m²,4,4,2
Jakarta Barat,Rumah Modern Minimalis Siap Huni di Taman Permata Buana Jakarta Barat,"Rp 5,4 Miliar","Permata Buana, Jakarta Barat",: 160 m²,: 250 m²,3,3,2
Jakarta Barat,Rumah Modern Siap Huni di Green Garden Jakarta Barat,"Rp 3,5 Miliar","Green garden, Jakarta Barat",: 144 m²,: 250 m²,3,3,1
Jakarta Barat,UKURAN FAVORITE PERMATA BUANA ! TIDAK BANJIR LOKASI NYAMAN,"Rp 4,3 Miliar","Permata Buana, Jakarta Barat",: 144 m²,: 180 m²,4,2,
Jakarta Barat,Rumah Minimalis Modern 3 Lantai Furnished Citra Garden 8,"Rp 3,15 Miliar","Citra Garden, Jakarta Barat",: 90 m²,: 180 m²,4,4,1
Jakarta Barat,"Rumah Minimalis, Spacious, Ceiling Tinggi, Intercon Kebon Jeruk","Rp 5,65 Miliar","Intercon, Jakarta Barat",: 162 m²,: 300 m²,4,3,
Jakarta Barat,Rumah Mewah Premium Strategis Akses Mudah Bebas Banjir,"Rp 16,5 Miliar","Tomang, Jakarta Barat",: 313 m²,: 700 m²,4,3,2
Jakarta Barat,Rumah Mewah Di Green Lake Australia Ebony Lt 250 M2 Hadap Utara,"Rp 13,9 Miliar","Green Lake City, Jakarta Barat",: 250 m²,: 550 m²,5,5,2
Jakarta Barat,Rumah Puri Indah Nomor Rumah Bagus Luas Tanah 160m2,"Rp 4,2 Miliar","Puri Indah, Jakarta Barat",: 160 m²,: 125 m²,3,1,1
Jakarta Barat,Rumah Green Garden 2 Lantai Jalanan Lebar Luas Tanah 360m2,"Rp 5,9 Miliar","Green garden, Jakarta Barat",: 360 m²,: 500 m²,5,3,1
Jakarta Barat,Rumah Brand New Layout Dan Lokasi Favorite,"Rp 2,45 Miliar","Meruya, Jakarta Barat",: 125 m²,: 156 m²,3,3,
Jakarta Barat,Rumah Baru Lokasi Super Premium Meruya Utara,"Rp 2,35 Miliar","Meruya, Jakarta Barat",: 125 m²,: 170 m²,4,3,
Jakarta Barat,Rumah Brand New Minimalis Permata Buana 3 Lantai Cluster Genteng,"Rp 9,5 Miliar","Permata Buana, Jakarta Barat",: 150 m²,: 410 m²,5,4,2
Jakarta Barat,Rumah Super Luas 2 Lantai di Greenville Dekat Ipeka Luas 575m2,"Rp 6,5 Miliar","Green Ville, Jakarta Barat",: 575 m²,: 200 m²,4,3,3
Jakarta Barat,Rumah Mewah Siap Huni Taman Intercon Kebon Jeruk Luas Tanah 540m2,Rp 23 Miliar,"Intercon, Jakarta Barat",: 540 m²,: 860 m²,4,5,2
Jakarta Barat,Rumah SHM Siap Huni dekat Stasiun Kalideres Jakbar Harga Nego Dibantu KPR J23762,Rp 830 Juta,"Kalideres, Jakarta Barat",: 60 m²,: 42 m²,2,1,
Jakarta Barat,Rumah Murah Abis di Green Lake City 6x18 Standard Developer,"Rp 2,35 Miliar","Green Lake City, Jakarta Barat",: 108 m²,: 168 m²,3,2,2
Jakarta Barat,"Rumah di Intercon, 312meter, Sangat Rapih",Rp 11 Miliar,"Intercon, Jakarta Barat",: 312 m²,: 400 m²,4,4,
Jakarta Barat,Rumah Cantik Casa Jardin Residences Full Bangunan Semi Furnished,Rp 3 Miliar,"Daan Mogot, Jakarta Barat",: 105 m²,: 105 m²,4,3,1
Jakarta Barat,"Puri Indah, 450meter","Rp 10,8 Miliar","Puri Indah, Jakarta Barat",: 450 m²,: 600 m²,5,5,2
Jakarta Barat,"Rumah Mewah, Hadap Timur, Material Super",Rp 23 Miliar,"Intercon, Jakarta Barat",: 540 m²,: 894 m²,4,5,
Jakarta Pusat,Dijual Rumah Sangat Bagus di Jalan Samarinda Jakarta Pusat,"Rp 8,2 Miliar","Cideng, Jakarta Pusat",: 181 m²,: 325 m²,6,6,2
Jakarta Pusat,Rumah Di Jl. Menteng Kebon Sirih Lokasi Pusat Kota,Rp 15 Miliar,"Kebon Sirih, Jakarta Pusat",: 278 m²,: 260 m²,6,3,3
Jakarta Pusat,Rumah 2lantai jln industri 2 minimalis siap untuk pengantin baru,Rp 473 Juta,"Gunung Sahari, Jakarta Pusat",: 20 m²,: 39 m²,2,2,
Jakarta Pusat,(kpr) Rumah 3 Lantai Lokasi Cempaka Putih Akses Besar,"Rp 1,5 Miliar","Cempaka Putih, Jakarta Pusat",: 40 m²,: 110 m²,3,3,1
Jakarta Pusat,Rumah Mewah Baru 3 Lantai Di Rawasari Jakarta Pusat,"Rp 1,07 Miliar","Percetakan Negara, Jakarta Pusat",: 35 m²,: 104 m²,3,3,1
Jakarta Pusat,Rumah Hasyim Ashari 2 Lantai Shm Jakarta Pusat,"Rp 4,5 Miliar","Hasyim Ashari, Jakarta Pusat",: 180 m²,: 180 m²,6,4,1
Jakarta Pusat,"Jual Cepat Rumah Di Kerajinan, Gajah Mada","Rp 2,65 Miliar","Gajah Mada, Jakarta Pusat",: 126 m²,: 200 m²,3,2,
Jakarta Pusat,Rumah Minimalis Modern 400 Jutaan Di Johar Baru Jakarta Pusat,Rp 435 Juta,"Johar Baru, Jakarta Pusat",: 21 m²,: 40 m²,2,2,
Jakarta Pusat,[1 Menit Dari Stasiun Rajawali] Rumah Minimalis Modern Di Jalan Industri Jakarta Pusat,Rp 475 Juta,"Sawah Besar, Jakarta Pusat",: 21 m²,: 41 m²,2,2,
Jakarta Pusat,MURAHH RUMAH Mewah MENTENG JAKARTA PUSAT  di Menteng Atas,Rp 41 Miliar,"Menteng Atas, Jakarta Pusat",: 586 m²,: 300 m²,4,4,2
Jakarta Pusat,Rumah 2 Lantai Petojo Dekat Taman  Itc Roxy Mas Cideng Gambir Jakarta Pusat,Rp 3 Miliar,"Petojo, Jakarta Pusat",: 170 m²,: 300 m²,4,3,
Jakarta Pusat,Turun Harga Rumah Kos Kosan Aktif Di Kebon Kacang Tanah Abang,"Rp 2,5 Miliar","Kebon Kacang, Jakarta Pusat",: 80 m²,: 160 m²,10,5,
Jakarta Pusat,Dijual Rumah Dan Kost2an 8 Kamar Shm Di Bendungan Hilir Jakarta,Rp 21 Miliar,"Bendungan Hilir, Jakarta Pusat",: 420 m²,: 840 m²,6,4,1
Jakarta Pusat,3 Lantai Rumah Akses Motor Dekat Office Salemba,Rp 470 Juta,"Salemba, Jakarta Pusat",: 25 m²,: 75 m²,3,2,1
Jakarta Pusat,Rumah Kartini Lokasi Strategis Harga Murah,"Rp 6,8 Miliar","Kartini, Jakarta Pusat",: 184 m²,: 200 m²,4,3,1
Jakarta Pusat,"Rumah Furnished Baru SHM - Sertifikat Hak Milik di Cempaka Putih Barat, Cempaka Putih","Rp 29,7 Miliar","Cempaka Putih, Jakarta Pusat",: 846 m²,: 1000 m²,5,5,5
Jakarta Pusat,Rumah 2 Lantai Di Kepu 7 Dekat Polres Kemayoran Jakarta Pusat,Rp 660 Juta,"Senen, Jakarta Pusat",: 24 m²,: 46 m²,2,2,1
Jakarta Pusat,Rumah Akses Mobil Ada Carpot Area Kemayoran Jakarta Pusat,Rp 966 Juta,"Kemayoran, Jakarta Pusat",: 36 m²,: 58 m²,2,2,1
Jakarta Pusat,rumah 2lantai di jln kebon kosong kemayoran jakarta pusat,Rp 453 Juta,"Kemayoran, Jakarta Pusat",: 20 m²,: 39 m²,2,2,
Jakarta Pusat,Rumah Mewah 2 Lantai Modern Di Jl.cempaka Putih Tengah 25 Cempaka Putih Jakarta Pusat,"Rp 1,69 Miliar","Cempaka Putih, Jakarta Pusat",: 72 m²,: 118 m²,3,3,1
Jakarta Pusat,Rumah America Classic Fully Furnished di Cempaka Putih Jakarta Pusat,Rp 30 Miliar,"Cempaka Putih, Jakarta Pusat",: 842 m²,: 1000 m²,5,5,5
Jakarta Pusat,"Rumah Murah Jalan Kran Kemayoran, Dekat Jalan Angkasa",Rp 970 Juta,"Kemayoran, Jakarta Pusat",: 36 m²,: 58 m²,2,3,1
Jakarta Pusat,Rumah 2 Lantai Dalam Kompleks Elit Cempaka Putih,"Rp 2,1 Miliar","Cempaka Putih, Jakarta Pusat",: 60 m²,: 98 m²,3,3,1
Jakarta Pusat,Memang Bisa Punya Rumah Minimalis Modern Di Jakpus? Bisa Dong...,Rp 435 Juta,"Cempaka Putih, Jakarta Pusat",: 20 m²,: 38 m²,2,2,
Jakarta Pusat,"Rumah Keren,modern Mewah,di Lok.strategis Di Cempaka Putih","Rp 1,15 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 58 m²,3,3,1
Jakarta Pusat,"Mau Beli Rmh Keren,modern,minimalis?ada Loh Harga Murah Dijl.kran",Rp 614 Juta,"Gunung Sahari, Jakarta Pusat",: 21 m²,: 42 m²,2,3,1
Jakarta Pusat,Mau Rumah Keren Minimalis Di Lok.strategis Dg Harga Terjangkau ?,Rp 475 Juta,"Gunung Sahari, Jakarta Pusat",: 21 m²,: 41 m²,2,2,
Jakarta Pusat,Rumah Minimalis 400 Jutaan Di Cempaka Putih Jakarta Pusat,Rp 435 Juta,"Cempaka Putih, Jakarta Pusat",: 20 m²,: 38 m²,2,2,
Jakarta Pusat,Rumah Modern Mewah Di Cempaka Putih Timur Iv Jakarta Pusat,"Rp 1,15 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 58 m²,3,3,1
Jakarta Pusat,[3 Menit Dari Stasiun Kemayoran] Rumah Minimalis Modern Di Jalan Kran Jakarta Pusat,Rp 614 Juta,"Gunung Sahari, Jakarta Pusat",: 21 m²,: 42 m²,2,2,
Jakarta Pusat,Rumah Minimalis 300 Jutaan Di Pisangan Baru Tengah Jakarta Timur,Rp 370 Juta,"Percetakan Negara, Jakarta Pusat",: 19 m²,: 37 m²,2,2,
Jakarta Pusat,Rumah Minimalis Modern Di Pisangan Baru Selatan Jakarta Timur,"Rp 1,22 Miliar","Cempaka Putih, Jakarta Pusat",: 50 m²,: 85 m²,3,3,1
Jakarta Pusat,Dijual Rumah 3 Lantai 5 Menit Dari Mall Grand Pramuka,"Rp 1,07 Miliar","Cempaka Putih, Jakarta Pusat",: 25 m²,: 73 m²,3,2,1
Jakarta Pusat,Dijual Rumah 2 Lantai 5 Menit Dari Rs Yarsi,"Rp 1,91 Miliar","Cempaka Putih, Jakarta Pusat",: 53 m²,: 94 m²,3,3,1
Jakarta Pusat,Rumah Mewah Modern Harga Terjangkau Di Pusat Jakarta,"Rp 1,15 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 58 m²,2,2,1
Jakarta Pusat,Rumah 2 Lantai Lokasi Strategis Jalan Utama Cempaka Putih,"Rp 1,69 Miliar","Cempaka Putih, Jakarta Pusat",: 53 m²,: 94 m²,3,3,1
Jakarta Pusat,Rumah 3 Lantai Lokasi Strategis Cempaka Putih,"Rp 1,37 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 88 m²,3,3,1
Jakarta Pusat,Rumah Mewah 2 Lantai  Dekat Trans Mart Cempaka Putih Jakart Pusat,"Rp 1,15 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 58 m²,3,3,1
Jakarta Pusat,"Rumah Baru Cantik, Pademangan 4, Near Kemayoran, Furnish Ok Jual Cepat Bisa Kpr","Rp 1,98 Miliar","Kemayoran, Jakarta Pusat",: 60 m²,: 160 m²,4,3,1
Jakarta Pusat,"Rumah Cantik 2 Lantai, 9X19, Shm, Dekat Gunung Sahari, Jl. Industri Jual Murah","Rp 1,9 Miliar","Gunung Sahari, Jakarta Pusat",: 171 m²,: 174 m²,3,2,1
Jakarta Pusat,Cluster Cemp Putih Tengah 25 Jakpst,"Rp 1,98 Miliar","Cempaka Putih, Jakarta Pusat",: 53 m²,: 94 m²,3,3,1
Jakarta Pusat,Rumah Minimalis Lux Kemayoran Near Prj 2lantai 7x15 Jual Murah Bisa Kpr,"Rp 2,45 Miliar","Kemayoran, Jakarta Pusat",: 105 m²,: 180 m²,4,3,1
Jakarta Pusat,(kpr) Rumah 3 Lantai Cempaka Putih Akses 3 Mobil Besar,"Rp 1,5 Miliar","Cempaka Putih, Jakarta Pusat",: 40 m²,: 110 m²,3,2,1
Jakarta Pusat,Murah!! Jual Rumah Standard Luas 355mtr Di Menteng,Rp 10 Miliar,"Menteng, Jakarta Pusat",: 355 m²,: 200 m²,3,2,2
Jakarta Pusat,ABDI GUNSA ESTATE _OASIS OF CENTRAL JAKARTA_,"Rp 1,24 Miliar","Sawah Besar, Jakarta Pusat",: 45 m²,: 90 m²,3,3,
Jakarta Pusat,Termurah Akses Mobil Lokasi Kemayoran,Rp 875 Juta,"Kemayoran, Jakarta Pusat",: 40 m²,: 80 m²,2,2,1
Jakarta Pusat,Jual Termurah Rumah Menteng Jl Cimahi Jakarta Pusat 50Jt Per Meter Lt 760 M2,"Rp 39,5 Miliar","Menteng, Jakarta Pusat",: 720 m²,: 520 m²,4,4,
Jakarta Pusat,Rumah Minimalis Non Carport Di Cempaka Putih Timur Kota Jakarta Pusat,Rp 458 Juta,"Cempaka Putih, Jakarta Pusat",: 20 m²,: 38 m²,2,2,
Jakarta Pusat,Bendungan Hilir Benhil Rumah Cantik Lay Out Luas Furnish,"Rp 4,8 Miliar","Bendungan Hilir, Jakarta Pusat",: 115 m²,: 150 m²,3,2,2
Jakarta Pusat,"Menarik!!! Rumah Fully Furnished Desain Moderen Minimalis 2,5 Lantai","Rp 2,6 Miliar","Kemayoran, Jakarta Pusat",: 75 m²,: 140 m²,3,3,1
Jakarta Pusat,(kpr) Rumah Ethnic Di Kemayoran Siap Huni,"Rp 1,4 Miliar","Kemayoran, Jakarta Pusat",: 51 m²,: 100 m²,2,2,1
Jakarta Pusat,Rumah Murah Akses Mobil Ada Kolam Renang Dan Gym Di Jakarta Pusat,"Rp 1,07 Miliar","Cempaka Putih, Jakarta Pusat",: 25 m²,: 73 m²,3,2,1
Jakarta Pusat,Rumah Murah 2 Lantai Dekat Mangga Besar Shm,Rp 475 Juta,"Gunung Sahari, Jakarta Pusat",: 21 m²,: 41 m²,2,2,
Jakarta Pusat,Rumah Dijual Di Cempaka Putih Jakarta Pusat,"Rp 5,2 Miliar","Cempaka Putih, Jakarta Pusat",: 269 m²,: 239 m²,3,2,1
Jakarta Pusat,Rumah Murah Sangat Strategis Di Gunung Sahari Jakarta Pusat,Rp 445 Juta,"Gunung Sahari, Jakarta Pusat",: 21 m²,: 41 m²,2,2,
Jakarta Pusat,Rumah 2 Lantai Hanya 5 Menit Ke Stasiun Kemayoran,Rp 614 Juta,"Kemayoran, Jakarta Pusat",: 21 m²,: 42 m²,2,2,1
Jakarta Pusat,Rumah 2 Lantai Di Cempaka Putih Timur Di Belakang Kfc Cempaka Putih Jakarta Pusat,Rp 450 Juta,"Cempaka Putih, Jakarta Pusat",: 24 m²,: 40 m²,2,2,
Jakarta Pusat,Rumah Modern 2 Lantai Di Jl.kran Kemayoran Jakarta Pusat,Rp 960 Juta,"Kemayoran, Jakarta Pusat",: 37 m²,: 58 m²,2,2,1
Jakarta Pusat,Rumah Termurah Di Cempaka Putih Jakarta Pusat,"Rp 1,05 Miliar","Cempaka Putih, Jakarta Pusat",: 30 m²,: 58 m²,2,3,1
Jakarta Pusat,Rumah Modern Mewah Di Rawasari Jakarta Pusat,"Rp 1,07 Miliar","Percetakan Negara, Jakarta Pusat",: 25 m²,: 73 m²,3,2,1
Jakarta Pusat,"Dijual Rumah 2 Lantai Bagus Di Cluster Valeria Metland Menteng, Jakarta Timur","Rp 1,48 Miliar","Menteng, Jakarta Pusat",: 96 m²,: 100 m²,3,2,1
Jakarta Pusat,Dijual Rumah Terawat Di Cempaka Putih Jakarta Pusat,Rp 12 Miliar,"Cempaka Putih, Jakarta Pusat",: 506 m²,: 400 m²,6,4,2
Jakarta Pusat,Rumah Mewah di Menteng Tema Modern Ethnic High Ceiling,Rp 43 Miliar,"Menteng, Jakarta Pusat",: 750 m²,: 600 m²,4,4,
Jakarta Pusat,"Menteng, Jakarta Pusat Rumah Klasik, Bagus & Antik","Rp 43,8 Miliar","Menteng, Jakarta Pusat",: 750 m²,: 600 m²,4,4,2
Jakarta Pusat,"Dijual Rumah Lama Di Menteng, Jakarta Pusat – Lokasi Strategis, Ideal Untuk Investasi!",Rp 29 Miliar,"Menteng, Jakarta Pusat",: 391 m²,: 250 m²,3,2,
Jakarta Pusat,Rumah mewah dan modern 2 lantai cempaka putih tengah jakarta pusat,"Rp 1,65 Miliar","Cempaka Putih, Jakarta Pusat",: 40 m²,: 115 m²,3,3,1
Jakarta Pusat,"Rumah Besar Cempaka Putih Barat 3 Lantai, Jalanan Lebar, Siap Huni Sangat Terawat, Dalam Komplek","Rp 6,5 Miliar","Cempaka Putih, Jakarta Pusat",: 188 m²,: 360 m²,4,4,
Jakarta Pusat,"Kolam Renang, Lantai Full Marmer Import, Parkit Jati, Luas Tanah 880m², Rumah Di Menteng",Rp 100 Miliar,"Menteng, Jakarta Pusat",: 880 m²,: 1096 m²,4,4,2
Jakarta Pusat,"Rumah Kebon Kacang 5 , Turun Harga!","Rp 18,2 Miliar","Kebon Kacang, Jakarta Pusat",: 492 m²,: 800 m²,5,8,1
Jakarta Pusat,Best Price Rumah Siap Huni Ada Pool Di Menteng Jakarta Pusat,Rp 43 Miliar,"Menteng, Jakarta Pusat",: 753 m²,: 520 m²,3,4,3
Jakarta Pusat,Dijual Rumah 2 Lantai Layak Huni Di Bendungan Hilir SHM,"Rp 4,1 Miliar","Bendungan Hilir, Jakarta Pusat",: 117 m²,: 160 m²,4,2,1
Jakarta Pusat,Rumah Dijual Area Cideng Tanah Abang 2 Harga Mendekati Njop,Rp 15 Miliar,"Cideng, Jakarta Pusat",: 493 m²,: 284 m²,7,1,3
Jakarta Pusat,Rumah Bagus Menteng Lokasi Super Lux Nice Interior,Rp 55 Miliar,"Menteng, Jakarta Pusat",: 548 m²,: 900 m²,4,4,4
Jakarta Pusat,"Dp 5 Juta, Rumah 2 Lantai Nuansa Sejuk di Jogja",Rp 834 Juta,"Kemayoran, Jakarta Pusat",: 110 m²,: 75 m²,3,2,1
Jakarta Pusat,) Rumah 3 Lantai Di Cempak Putih Akses 3 Mobil,"Rp 1,5 Miliar","Cempaka Putih, Jakarta Pusat",: 40 m²,: 100 m²,3,3,2
Jakarta Pusat,Rumah Kost 3 Lantai di Karang Anyar Sawah Besar Jakarta,Rp 5 Miliar,"Sawah Besar, Jakarta Pusat",: 160 m²,: 3350 m²,20,10,1
Jakarta Pusat,"Rumah Menteng Hitung Tanah Termurah, Jalan Lebar, Elite, Dekat Thamrin","Rp 19,5 Miliar","Menteng, Jakarta Pusat",: 353 m²,: 200 m²,3,2,3
Jakarta Pusat,"Menteng 2 Lantai, Golongan C Area Elite, Tenang Dekat Jalan Cendana",Rp 140 Miliar,"Menteng, Jakarta Pusat",: 1405 m²,: 1000 m²,5,5,11
Jakarta Pusat,"( Menteng Komersial - Bangun 6 Lantai ) Jl Jaksa, Best Price !!","Rp 22,5 Miliar","Menteng, Jakarta Pusat",: 529 m²,: 529 m²,1,1,10
Jakarta Pusat,Rumah 2 Lantai Bagus Kokoh  Di Menteng,"Rp 17,5 Miliar","Menteng, Jakarta Pusat",: 535 m²,: 600 m²,5,4,2
Jakarta Pusat,Dijual Rumah Baru Tempat Strategis 2 Lantai Di Cempaka Putih Jakarta Pusat,Rp 458 Juta,"Cempaka Putih, Jakarta Pusat",: 20 m²,: 38 m²,2,2,
Jakarta Pusat,Rumah Etnik Di Menteng Jakarta Pusat Desain Rumah Belanda Bali,"Rp 89,9 Miliar","Menteng, Jakarta Pusat",: 1225 m²,: 800 m²,6,6,5
Jakarta Pusat,Rumah Mewah Menteng 733 m² Lokasi Oke Nego,Rp 49 Miliar,"Menteng, Jakarta Pusat",: 733 m²,: 548 m²,7,8,2
Jakarta Pusat,"Super Murah. The Most Luxury Prestisius House At Menteng, Jak Pus",Rp 105 Miliar,"Menteng, Jakarta Pusat",: 1100 m²,: 920 m²,5,5,4
Jakarta Pusat,Rumah Mewah Jakarta Pusat Strategis Selangkah Ke Atrium,Rp 9 Miliar,"Salemba, Jakarta Pusat",: 376 m²,: 650 m²,7,7,2
Jakarta Pusat,"Menteng Mewah 2 Lantai + Rooftop, High Spec, Taman Dan Pool",Rp 100 Miliar,"Menteng, Jakarta Pusat",: 879 m²,: 1000 m²,4,4,6
