,city,title,price,location,area,building_area,bedrooms,bathrooms,garage
0,Jakarta Selatan,Dijual Rumah Sultan Mewah Full Furnish Di Kemang Jakarta Selatan,45000.0,"Kemang, Jakarta Selatan",730.0,1100.0,7.0,8.0,10.0
1,Jakarta Selatan,Rumah Mewah S Pool Cilandak  Jakarta Selatan,69900.0,"Cilandak, Jakarta Selatan",4500.0,2500.0,12.0,8.0,5.0
2,Jakarta Selatan,"Rumah Mewah 3 Lantai Ada Roof Top, Dalam Komplek Ekslusif di Pondok Indah Dekat Pim",7910.0,"Pondok Indah, Jakarta Selatan",128.0,302.0,3.0,3.0,2.0
3,Jakarta Selatan,Rumah 1 Lantai Di Cipete Kebayoran Baru Lokasi Bagus Ada Pool Shm,14500.0,"Cipete, Jakarta Selatan",518.0,450.0,5.0,6.0,5.0
4,Jakarta Selatan,Rumah Bagus Rapih Siap Huni di Sektor 6 Bintaro Jakarta Selatan dp,3000.0,"Bintaro, Jakarta Selatan",120.0,90.0,4.0,2.0,0.0
5,Jakarta Selatan,Dijual Rumah Cluster Private Pool Di Kebagusan Jakarta Selatan,4250.0,"Kebagusan, Jakarta Selatan",127.0,280.0,6.0,5.0,1.0
6,Jakarta Selatan,Dijual Rumah Cluster Di Jagakarsa Jakarta Selatan,875.0,"Jagakarsa, Jakarta Selatan",38.0,80.0,3.0,3.0,1.0
7,Jakarta Selatan,Rumah American Classic Di Senopati Jakarta Selatan Shm Bagus,16900.0,"Senopati, Jakarta Selatan",208.0,500.0,3.0,3.0,2.0
8,Jakarta Selatan,"Dijual Rumah Hitung Tanah  Harga Dibawah Njop, Zonasi Komersil",21500.0,"Kebayoran Lama, Jakarta Selatan",1322.0,500.0,5.0,3.0,0.0
9,Jakarta Selatan,Dijual Cepat Perumahan Mewah Simprug Jak-Sel,25000.0,"Simprug, Jakarta Selatan",662.0,500.0,4.0,4.0,1.0
10,Jakarta Selatan,Rumah Hitung Tanah Jl Niaga Hijau Pondok Indah Jaksel,14000.0,"Pondok Pinang, Jakarta Selatan",442.0,380.0,5.0,4.0,2.0
11,Jakarta Selatan,Dijual Rumah Brand New Minimalis Modern di Jakarta Selatan,2500.0,"Pesanggrahan, Jakarta Selatan",93.0,160.0,4.0,3.0,1.0
12,Jakarta Selatan,(termurah Di Pejaten) Hunian 2 Lantai Lokasi Jaksel Dalam Cluster,2650.0,"Pejaten, Jakarta Selatan",100.0,90.0,2.0,2.0,1.0
13,Jakarta Selatan,Rumah 2 Lantai Simprug Golf Siap Huni Ada Taman Pool Tanah Kotak Elite,45000.0,"Senayan, Jakarta Selatan",712.0,500.0,6.0,5.0,3.0
14,Jakarta Selatan,"Dijual Cepat Rumah Mewah Hook Villa Delima, Lebak Bulus, Brand New Renovated Lokasi Strategis Dekat Dengan Stasiun Mrt, Lingkungan Tenang",12500.0,"Lebak Bulus, Jakarta Selatan",446.0,500.0,4.0,3.0,0.0
15,Jakarta Selatan,Rumah 2 Lantai Di Permata Hijau Dalam Kompleks Dekat Ke Senayan,7300.0,"Permata Hijau, Jakarta Selatan",356.0,450.0,5.0,4.0,1.0
16,Jakarta Selatan,Rumah Murah 2 Lantai Rooftop Fasum Kolam Renang Lokasi Strategis,1420.0,"Tanjung Barat, Jakarta Selatan",60.0,120.0,3.0,3.0,1.0
17,Jakarta Selatan,Antasari Raya Dibawah Njop,68000.0,"Antasari, Jakarta Selatan",2950.0,750.0,4.0,4.0,6.0
18,Jakarta Selatan,Rumah Modern Siap Huni 15 Mnt ke Stasiun Universitas Pancasila Dibantu KPR J22070,770.0,"Jagakarsa, Jakarta Selatan",30.0,50.0,2.0,1.0,0.0
19,Jakarta Selatan,Rumah Minimalis Modern Semi Furnished 5 Menit Mrt Lebak Bulus,1740.0,"Cirendeu, Jakarta Selatan",105.0,125.0,3.0,3.0,2.0
20,Jakarta Selatan,Bisa Untuk Cafe Rumah Siap Huni Lokasi Strategis Gandaria Jaksel,14500.0,"Gandaria, Jakarta Selatan",250.0,160.0,3.0,3.0,0.0
21,Jakarta Selatan,"Rumah dalam Kompleks Buncit Indah, Jakarta Selatan ~ Dalam Kompleks ~ Security 24 Jam",8450.0,"Warung Buncit, Jakarta Selatan",433.0,250.0,3.0,2.0,4.0
22,Jakarta Selatan,Dijual Townhouse at Kemang Ampera - Jakarta Selatan,6870.0,"Ampera, Jakarta Selatan",187.0,361.0,4.0,3.0,3.0
23,Jakarta Selatan,Rumah Industrial Modern Veteran Dekat Tol Tanah Kusir,4800.0,"Veteran, Jakarta Selatan",150.0,180.0,3.0,3.0,2.0
24,Jakarta Selatan,Dijual Rumah Lokasi Strategis Dkt Mrt Cipete Raya Jakarta Selatan,7000.0,"Fatmawati, Jakarta Selatan",325.0,400.0,4.0,4.0,2.0
25,Jakarta Selatan,Rumah Modern Harga Termurah di Komplek Cinere 500 M Ke Tol Limo,3500.0,"Cinere, Jakarta Selatan",236.0,235.0,5.0,4.0,2.0
27,Jakarta Selatan,Dijual Rumah Lama di Blok S Kebayoran Baru Jakarta Selatan,14000.0,"Blok S, Jakarta Selatan",317.0,240.0,3.0,2.0,2.0
28,Jakarta Selatan,Banting Harga Rumah Mewah Di Pondok Labu Jaksel,35000.0,"Pondok Labu, Jakarta Selatan",1390.0,1250.0,7.0,9.0,4.0
29,Jakarta Selatan,"Dijual Cepat Rumah Di Jl.tulodong, Senayan, Lokasi Strategis Nempel Dengan Scbd & Dekat Dengan Akses Toll Dalam Kota",25000.0,"SCBD, Jakarta Selatan",408.0,300.0,4.0,5.0,0.0
30,Jakarta Selatan,Dijual Rumah Kemang Bebas Banjir Daerah Tenang Aman  SHM,10600.0,"Kemang, Jakarta Selatan",449.0,649.0,6.0,6.0,2.0
31,Jakarta Selatan,Rumah Mewah Taman Patra Kuningan Eksklusif One Gate System,55000.0,"patra kuningan, Jakarta Selatan",600.0,800.0,5.0,5.0,1.0
32,Jakarta Selatan,Rumah Lama Hitung Tanah Lenteng Agung Di Bawah Njop,7000.0,"Lenteng Agung, Jakarta Selatan",623.0,74.0,2.0,1.0,2.0
33,Jakarta Selatan,"Rumah Mewah 3 Lantai Ada Roof Top Dalam Komplek Exclusive di Pondok Indah, Mewah, Dekat Pim",13400.0,"Pondok Indah, Jakarta Selatan",252.0,435.0,3.0,3.0,2.0
34,Jakarta Selatan,Termurah Dijual Rumah Hitung Tanah Dekat Lapangan Golf di Pondok Indah Lokasi Premium,18900.0,"Pondok Indah, Jakarta Selatan",470.0,400.0,4.0,3.0,2.0
35,Jakarta Selatan,Rumah Mewah 2 Lantai Siap Huni di Kemang Bagus Private Pool Shm,25000.0,"Kemang, Jakarta Selatan",714.0,600.0,4.0,4.0,4.0
36,Jakarta Selatan,Rumah di Kemang Timur Raya Halaman Dan Parkiran Luas Bisa Usaha,50000.0,"Kemang, Jakarta Selatan",2363.0,487.0,3.0,3.0,5.0
37,Jakarta Selatan,"Rumah Lama Di Jalan Bangka, Kemang. Persegi Panjang.. Harus Lihat Shm",7500.0,"Kemang, Jakarta Selatan",345.0,250.0,5.0,3.0,0.0
38,Jakarta Selatan,"Rumah Dijual Cepat Di Pejaten Barat, Kemang. Harga Turun. Harus Lihat.",6000.0,"Kemang, Jakarta Selatan",290.0,350.0,4.0,4.0,2.0
41,Jakarta Selatan,Dijual Rumah America Classic Di Jagakarsa Jakarta Selatan,2750.0,"Jagakarsa, Jakarta Selatan",109.0,200.0,4.0,4.0,2.0
42,Jakarta Selatan,"Rumah Kos di Tebet Timur 11 Kamar Akses 1 Mobil, Carport 6 Mobil",4200.0,"Tebet, Jakarta Selatan",180.0,205.0,10.0,6.0,6.0
43,Jakarta Selatan,Rumah Aesthetic Modern 3 Lantai,1450.0,"Jagakarsa, Jakarta Selatan",60.0,145.0,4.0,3.0,1.0
44,Jakarta Selatan,"Rumah Brand New Ada Pool, 3 Menit Ke Rspi Pondok Indah, 5 Menit Ke Gerbang Tol Pondok Pinang, 10 Menit Ke Jis, 5 Menit Ke Pim 1, Depan Rumah Jalan 2 Mobil 2 Arah Sangat Lega",31000.0,"Pondok Indah, Jakarta Selatan",525.0,525.0,4.0,4.0,2.0
46,Jakarta Selatan,Di Jual Rumah Bagus Di Kebayoran Baru Jaksel,12000.0,"Kebayoran Baru, Jakarta Selatan",433.0,250.0,12.0,4.0,3.0
47,Jakarta Selatan,Rumah Di Pondok Indah Terawat 5menit Ke Pim 2 Shm,7000.0,"Pondok Indah, Jakarta Selatan",160.0,200.0,3.0,4.0,1.0
48,Jakarta Selatan,Rumah Kokoh Jalan Besar 2lantai Shm Di Pondok Indah Jakarta Selatan,17500.0,"Pondok Indah, Jakarta Selatan",300.0,450.0,4.0,3.0,2.0
49,Jakarta Selatan,"Aparthouse Di Cilandak 2 Lantai Shm, Baru, Hadap Selatan",998.0,"Cilandak, Jakarta Selatan",32.0,105.0,3.0,2.0,1.0
50,Jakarta Selatan,Rumah Bebas Banjir Cocok Untuk Usaha Dekat Mc D Kemang,17500.0,"Kemang, Jakarta Selatan",454.0,350.0,8.0,6.0,4.0
51,Jakarta Selatan,Cuma Ini Rumah Di Kebayoran Baru Harga Terjangkau Area Blok M,24000.0,"Kebayoran Baru, Jakarta Selatan",426.0,500.0,3.0,4.0,2.0
52,Jakarta Selatan,"Pasti Suka, Rumah Bagus Siap Huni 230m2 High Ceiling",3450.0,"Tebet, Jakarta Selatan",140.0,230.0,4.0,3.0,2.0
53,Jakarta Selatan,Rumah Baru Design American Classic Modern Di Kebayoran Baru,37000.0,"Kebayoran Baru, Jakarta Selatan",342.0,865.0,5.0,6.0,2.0
54,Jakarta Selatan,Termurah Se Niaga Hijau Pondok Indah,14000.0,"Pondok Indah, Jakarta Selatan",441.0,426.0,5.0,4.0,5.0
55,Jakarta Selatan,Rumah Cantik Pondok Indah Harga Njop,39900.0,"Pondok Indah, Jakarta Selatan",1152.0,918.0,6.0,5.0,6.0
56,Jakarta Selatan,"Rumah Hitung Tanah di Tebet Dalam, Akses 3 Mobil",8500.0,"Tebet, Jakarta Selatan",332.0,300.0,3.0,3.0,2.0
57,Jakarta Selatan,"House With Swimming Pool At West Cilandak , South Jakarta",19700.0,"Cilandak, Jakarta Selatan",710.0,611.0,4.0,3.0,2.0
58,Jakarta Selatan,Dijual Cepat Rumah Asri Bendi Sskeb Lama Jak-Sel,9500.0,"Kebayoran Lama, Jakarta Selatan",555.0,580.0,5.0,4.0,4.0
59,Jakarta Selatan,"Rumah Siap Huni 2 Lantai, 3 Kt, 2 Km Dekat Cbd Bintaro Jaya Shm",1750.0,"Bintaro, Jakarta Selatan",80.0,70.0,3.0,2.0,1.0
60,Jakarta Selatan,"Rumah Brand New Kebayoran Baru 3 Lantai, Private Lift, Taman, Pool",39000.0,"Kebayoran Baru, Jakarta Selatan",528.0,650.0,5.0,4.0,3.0
61,Jakarta Selatan,"Pondok Indah View Golf, Rumah Klasik 2 Lantai, Taman Luas, Pool, Elite",170000.0,"Pondok Indah, Jakarta Selatan",2835.0,1400.0,6.0,7.0,10.0
62,Jakarta Selatan,"Rumah Brand New Brawijaya Kebayoran Baru 2 Lantai, Mewah, Prime Area",80000.0,"Kebayoran Baru, Jakarta Selatan",700.0,800.0,4.0,4.0,6.0
63,Jakarta Selatan,"Rumah Kemang Timur Raya Dijual Murah Njop, Ijin Komersil Ruko Resto",24000.0,"Kemang, Jakarta Selatan",1192.0,802.0,4.0,4.0,6.0
64,Jakarta Selatan,Martimbang Kebayoran Baru Rumah Cantik 2 Lantai Modern Classic Dijual,41000.0,"Kebayoran Baru, Jakarta Selatan",600.0,800.0,5.0,4.0,2.0
65,Jakarta Selatan,"Kebayoran Baru Brand New 3 Lantai, Pool, Large Garden. Parkir 8 Mobil",35000.0,"Kebayoran Baru, Jakarta Selatan",633.0,840.0,5.0,5.0,8.0
66,Jakarta Selatan,"Kebayoran Baru Rumah 3 Lantai Murah, Lift, Pool, Taman Dekat Senayan",34000.0,"Kebayoran Baru, Jakarta Selatan",680.0,650.0,5.0,5.0,0.0
67,Jakarta Selatan,"Rumah Dalam Cluster, Sangat Terawat Dan Siap Huni Di Kemang",14300.0,"Kemang, Jakarta Selatan",348.0,703.0,4.0,3.0,2.0
68,Jakarta Selatan,Dijual Cepat Rumah Mewah Dalam Komplek Kemang Lokasi Sangat Strategis,17500.0,"Kemang, Jakarta Selatan",531.0,466.0,4.0,4.0,0.0
69,Jakarta Selatan,Dijual Rumah cluster di jakarta selatan akses strategis 2mobil,1800.0,"Jagakarsa, Jakarta Selatan",108.0,160.0,4.0,4.0,2.0
70,Jakarta Selatan,Rumah Aesthetic Modern Dengan Split Level Dan Balkon Jakarta Sel,1300.0,"Jagakarsa, Jakarta Selatan",60.0,120.0,4.0,3.0,1.0
71,Jakarta Selatan,"American Classic Mewah Dan Siap Huni, Dijual Rumah Bagus Siap Huni Area Prime Kebayoran Baru, Jalan Martimbang, Jakarta Selatan",41000.0,"Kebayoran Baru, Jakarta Selatan",600.0,800.0,5.0,4.0,3.0
72,Jakarta Selatan,"Mewah Siap Huni, Dijual Rumah Bangunan 2 Lantai Kondisi Bagus Dan Siap Huni di Area Pondok Indah, Sekolah Kencana, Jakarta Selatan",55000.0,"Pondok Indah, Jakarta Selatan",819.0,700.0,4.0,4.0,10.0
73,Jakarta Selatan,Rumah Lama Prime Area One Gate System Asri Dan Jalan Lebar,16000.0,"Kebayoran Baru, Jakarta Selatan",262.0,125.0,3.0,3.0,0.0
74,Jakarta Selatan,Rumah Di Jalan Utama Tebet Tanah Luas,16000.0,"Tebet, Jakarta Selatan",760.0,1020.0,7.0,4.0,4.0
75,Jakarta Selatan,(termurah Di Pejatan) Hunian Cluster Jakarta Selatan Harga Terjangkau,2480.0,"Pejaten, Jakarta Selatan",81.0,120.0,3.0,3.0,1.0
76,Jakarta Selatan,Rumah Dalam Cluster Luas Kpr Biaya 0 Carport 2 Mbl Bebas Banjir,2250.0,"Jagakarsa, Jakarta Selatan",105.0,135.0,3.0,3.0,2.0
77,Jakarta Selatan,"Dijual Cepat Rumah Mewah Area Tebet 6 Bedroom Full Furnish,  Bagus Shm di Tebet, Tebet",13500.0,"Tebet, Jakarta Selatan",300.0,450.0,6.0,4.0,2.0
78,Jakarta Selatan,"Rumah Darmawangsa, Kebayoran Baru, Jakarta Selatan, Lokasi Tenang",19500.0,"Kebayoran Baru, Jakarta Selatan",353.0,600.0,4.0,3.0,1.0
79,Jakarta Selatan,Di Jual Rumah Arteri Pondok Indah Jakarta,13000.0,"Pondok Indah, Jakarta Selatan",370.0,500.0,6.0,6.0,4.0
80,Jakarta Selatan,Di Jual Rumah Mewah Pondok Indah Jakarta,17000.0,"Pondok Indah, Jakarta Selatan",274.0,603.0,7.0,6.0,0.0
81,Jakarta Selatan,Rumah Modern Hadap Timur 2 Lt Siap Huni 15 Menit ke Transmart Graha Raya J23881,1290.0,"Bintaro, Jakarta Selatan",129.0,200.0,3.0,1.0,1.0
82,Jakarta Selatan,Rumah LT 186 Full Furnished 15 Menit ke SMAN 38 Jakarta Bebas Biaya Biaya J12770,2250.0,"Jagakarsa, Jakarta Selatan",186.0,110.0,3.0,3.0,0.0
83,Jakarta Selatan,Rumah 1km Dri Scbd Siap Huni Lingkungan Nyaman Kebayoran Dekat,7000.0,"Kebayoran Baru, Jakarta Selatan",111.0,111.0,3.0,4.0,0.0
84,Jakarta Selatan,Rumah American Style 2 Lantai Di Jagakarsa Dkt Ke Cilandak,4250.0,"Jagakarsa, Jakarta Selatan",133.0,240.0,4.0,3.0,2.0
85,Jakarta Selatan,Rumah American Classic Non Cluster Dekat Jalan Utama,1350.0,"Jagakarsa, Jakarta Selatan",71.0,100.0,3.0,3.0,1.0
86,Jakarta Selatan,Rumah Di Hanglekir Kebayoran Baru Lokasi Asri Jalan Lebar,12500.0,"Kebayoran Baru, Jakarta Selatan",235.0,400.0,3.0,3.0,2.0
87,Jakarta Selatan,Townhouse Mewah Full Furnished Akses Jalan Utama,1870.0,"Jagakarsa, Jakarta Selatan",74.0,130.0,3.0,3.0,2.0
88,Jakarta Selatan,Rumah Lama Hitung Tanah di Pejaten Jatipadang Jakarta Selatan Shm,16000.0,"Pejaten, Jakarta Selatan",1190.0,300.0,5.0,3.0,6.0
89,Jakarta Selatan,Rumah lama di Radio Dalam kebayoran baru dekat ke pondok indah,11500.0,"Kebayoran Baru, Jakarta Selatan",580.0,220.0,3.0,3.0,4.0
90,Jakarta Selatan,Rumah Tua Hitung Tanah Di Sinabung Kebayoran Baru Shm Kompleks,7500.0,"Kebayoran Baru, Jakarta Selatan",244.0,200.0,4.0,3.0,0.0
91,Jakarta Selatan,"Rumah 2 Lantai Di Kemang Barat, Jakarta Selatan Private Pool  Shm",9000.0,"Kemang, Jakarta Selatan",318.0,400.0,4.0,3.0,1.0
92,Jakarta Selatan,Rumah Baru Di Cipete Lokasi Dekat Kebayoran Baru Furnished S.pool,11900.0,"Cipete, Jakarta Selatan",400.0,252.0,4.0,4.0,2.0
93,Jakarta Selatan,"Rumah Pondok Indah 12 X 22, Kolam Renang, Rooftop",17500.0,"Pondok Indah, Jakarta Selatan",264.0,603.0,4.0,4.0,2.0
94,Jakarta Selatan,Rumah 2 Lt Dalam Townhouse Jalan Masuk 3 Mbl Bebas Banjir Kpr 0,1650.0,"Jagakarsa, Jakarta Selatan",72.0,100.0,3.0,3.0,2.0
95,Jakarta Selatan,Fast Sale! Rumah Cantik Mewah Lt 530m Prime Area,17000.0,"Tebet, Jakarta Selatan",530.0,610.0,4.0,4.0,3.0
96,Jakarta Selatan,"Dijual Rmh Kemang: Lokasi Strategis, Dlm Cluster, Pool, Siap Huni",9000.0,"Kemang, Jakarta Selatan",247.0,390.0,3.0,3.0,0.0
98,Jakarta Selatan,"Darmawangsa, Kebayoran Baru -  Jual Paling Murah, Rumah Lama Di Darmawangsa Kebayoran Baru",23000.0,"Kebayoran Baru, Jakarta Selatan",525.0,450.0,4.0,4.0,2.0
108,Jakarta Selatan,Turun Harga Drastis.. Sebelahan Dengan Rumah Artis ..rumah Idaman 2 Lantai Di Area Strategis Jl Abdul Majid Cipete Selatan Dekat Ke Kemang Village Jaksel,4300.0,"Cipete, Jakarta Selatan",141.0,178.0,4.0,4.0,2.0
126,Jakarta Selatan,Rumah Di Cipete Lokasi Dekat Kebayoran Baru Furnished S.pool,11900.0,"Cipete, Jakarta Selatan",400.0,252.0,4.0,4.0,2.0
128,Jakarta Selatan,"Dijual Zenitparc Aeroworld,meleneal House  Dekat Mrt Lebak Bulus ,tol Simatupang Dan Sekolah Faforit",1300.0,"Kebayoran Lama, Jakarta Selatan",89.0,115.0,3.0,2.0,2.0
134,Jakarta Selatan,Rumah Kebayoran Baru ~ Lt/Lb 587/200 ~ Prime Area,34000.0,"Kebayoran Baru, Jakarta Selatan",587.0,200.0,4.0,4.0,5.0
135,Jakarta Selatan,Tebet Akses Jalan 1 Mobil Lebar Mudah Dilalui Mobil Sisa 1 Unit,2990.0,"Tebet, Jakarta Selatan",110.0,140.0,3.0,3.0,2.0
136,Jakarta Selatan,Dp Mulai 0 Townhouse Indah Asri Residen di Bintaro,800.0,"Bintaro, Jakarta Selatan",65.0,36.0,2.0,1.0,1.0
137,Jakarta Selatan,"Turun Harga menjadi 3,4M Nego - Rumah Nyaman Lokasi Strategis Di Kebagusan, Jakarta Selatan",3400.0,"Kebagusan, Jakarta Selatan",136.0,280.0,5.0,3.0,3.0
138,Jakarta Selatan,Dijual Rumah Nyaman Dan Dengan Taman Yang Luas,15500.0,"Cilandak, Jakarta Selatan",673.0,937.0,5.0,4.0,2.0
139,Jakarta Selatan,Dijual Rumah Dalam Komplek Akses Jalan Lebar Ada Tempat Tamu Parkir,2900.0,"Tebet, Jakarta Selatan",103.0,150.0,3.0,3.0,1.0
140,Jakarta Selatan,Rumah Jalan Deplu Pondok Pinang 386 m hak milik 2 lantai,8000.0,"Pondok Pinang, Jakarta Selatan",386.0,380.0,5.0,3.0,2.0
141,Jakarta Selatan,"Rumah 3 Lantai Bagus Furnished SHM di Cilandak, Jakarta Selatan",11000.0,"Cilandak, Jakarta Selatan",231.0,365.0,4.0,4.0,2.0
142,Jakarta Selatan,"Rumah Brand New 3 Lantai Bagus Unfurnished SHM di Kemang, Jakarta Selatan",4950.0,"Kemang, Jakarta Selatan",107.0,225.0,4.0,3.0,2.0
143,Jakarta Selatan,"Rumah Siap Huni Di Lapangan Ros, Tebet Bebas Banjir, Akses Jalan 2 Mobil",3650.0,"Tebet, Jakarta Selatan",157.0,225.0,5.0,3.0,2.0
144,Jakarta Selatan,Dijual Rumah Cantik Cluster 2 Lantai Jalan Radio Dijagakarsa Kpr,595.0,"Jagakarsa, Jakarta Selatan",30.0,55.0,3.0,2.0,1.0
145,Jakarta Selatan,Jual Cepat | Rumah Tebet Siap Huni,3650.0,"Tebet, Jakarta Selatan",157.0,225.0,5.0,3.0,1.0
146,Jakarta Selatan,Rumah Klasik Bebas Banjir Lokasi Premium Wijaya Jakarta Selatan,11000.0,"Kebayoran Baru, Jakarta Selatan",261.0,300.0,5.0,3.0,1.0
147,Jakarta Selatan,Forsale Rumah Impian Pondok Indah Lokasi Strategis Jakarta Selata,15900.0,"Pondok Indah, Jakarta Selatan",240.0,400.0,5.0,5.0,3.0
148,Jakarta Selatan,Rumah Luas 760 M2 Jl Asem Baris 200 Mtr St. Tebet Jakarta Selatan,16000.0,"Tebet, Jakarta Selatan",760.0,1020.0,7.0,4.0,4.0
149,Jakarta Selatan,New House Minimalis Modern Dekat Mrt Di Lengkapi Fasum,1400.0,"Lebak Bulus, Jakarta Selatan",89.0,80.0,3.0,3.0,1.0
150,Jakarta Selatan,New House American Modern Selangkah Ke Mrt Lebak Bulus,1700.0,"Lebak Bulus, Jakarta Selatan",90.0,92.0,3.0,3.0,2.0
151,Jakarta Selatan,Rumah Mewah Dekat Cipete Raya,11000.0,"Cipete, Jakarta Selatan",358.0,400.0,4.0,4.0,3.0
152,Jakarta Selatan,Rumah Hook Ada Lift Dan Pool di Bukit Golf Pondok Indah,150000.0,"Pondok Indah, Jakarta Selatan",1980.0,800.0,5.0,3.0,5.0
153,Jakarta Selatan,"Rumah Pondok Indah, Kokoh Kontur Tinggi Anti Banjir Lokasi Tenang",34000.0,"Pondok Indah, Jakarta Selatan",768.0,600.0,6.0,5.0,2.0
154,Jakarta Selatan,"Rumah Bagus, Ceiling Tinggi, Dilengkapi Kolam Renang, Lay Out Bagus",21000.0,"Pondok Indah, Jakarta Selatan",543.0,400.0,5.0,5.0,2.0
155,Jakarta Selatan,Rumah Bagus 2lantai Di Pondok Indah Dengan Kamar Tidur Yg Besar,9500.0,"Pondok Indah, Jakarta Selatan",200.0,300.0,3.0,2.0,2.0
156,Jakarta Selatan,"Rumah Pondok Indah Terawat, Jalan Lebar",17900.0,"Pondok Indah, Jakarta Selatan",408.0,400.0,4.0,3.0,2.0
157,Jakarta Selatan,Pondok Indah Hadap Timur 3Lt  Sudah Renovasi ada tmn di belakang,7400.0,"Pondok Indah, Jakarta Selatan",140.0,300.0,4.0,3.0,2.0
158,Jakarta Selatan,Rumah Modern Minimalis Di Pondok Indah Dilengkapi Kolam Renang,11500.0,"Pondok Indah, Jakarta Selatan",243.0,330.0,3.0,3.0,1.0
159,Jakarta Selatan,"Rumah Pondok Indah Siap Huni, Sudah Renov Walking Distance To Mall",12000.0,"Pondok Indah, Jakarta Selatan",260.0,310.0,4.0,5.0,3.0
160,Jakarta Selatan,Jamin Termurah Rumah Baru Tebet Mas Classic Modern Buat Lebaran Dengan Bahan Bangunan High Spec,15000.0,"Tebet, Jakarta Selatan",350.0,340.0,3.0,4.0,3.0
161,Jakarta Selatan,Rumah Tua Hitung Tanah Panglima Polim Murah Lokasi Nyaman & Strategis Jarang Ada,19000.0,"Kebayoran Baru, Jakarta Selatan",395.0,200.0,3.0,2.0,2.0
162,Jakarta Selatan,Rumah Kebayoran Baru Fully Furnish Lux American Classic Jalan Dempo Jarang Ada Siap Huni,22500.0,"Kebayoran Baru, Jakarta Selatan",367.0,500.0,5.0,5.0,2.0
163,Jakarta Selatan,Termurah Rumah Kebayoran Baru Konsep Tropical,10500.0,"Kebayoran Baru, Jakarta Selatan",220.0,200.0,3.0,3.0,2.0
165,Jakarta Selatan,Rumah Lokasi Langka Kebayoran Baru Murah,70000.0,"Kebayoran Baru, Jakarta Selatan",792.0,1100.0,6.0,6.0,4.0
166,Jakarta Selatan,"Dijual Rumah 2 Lantai Di Kebayoran Baru Jakarta Selatan, Depan Taman, Row Jalan Lebar, Lokasi Strategis. Murah.",52000.0,"Kebayoran Baru, Jakarta Selatan",726.0,564.0,6.0,3.0,4.0
167,Jakarta Selatan,Rumah Hoek Hdp Selatan Jln 3 Mbl Carport 3 Mbl Di Townhouse Kpr 0,3150.0,"Jagakarsa, Jakarta Selatan",175.0,135.0,3.0,3.0,3.0
168,Jakarta Selatan,Rumah Furnished Akses Strategis Dekat Pintu Tol Desari,1270.0,"Jagakarsa, Jakarta Selatan",90.0,135.0,3.0,3.0,2.0
169,Jakarta Selatan,"Rumah 1 Lantai Terawat, Area Exclusive",86000.0,"Kebayoran Baru, Jakarta Selatan",1050.0,600.0,4.0,3.0,4.0
170,Jakarta Selatan,Rumah Lama Terawat 1 Lantai Halaman Luas,62000.0,"Pondok Indah, Jakarta Selatan",1778.0,700.0,6.0,6.0,6.0
171,Jakarta Selatan,Rumah Hook 2 Lantai Dekat Area Business Cocok Utk Investasi,20000.0,"Kebayoran Baru, Jakarta Selatan",285.0,300.0,5.0,4.0,3.0
172,Jakarta Selatan,Rumah Siap Huni Kokoh Dan Mewah 2 Lantai Shm Dekat Dengan Panglima Polim Kebayoran Baru Jakarta Selatan,10000.0,"Kebayoran Baru, Jakarta Selatan",201.0,400.0,4.0,4.0,2.0
173,Jakarta Selatan,Rumah Pondok Indah Jual Cepat Shm,7000.0,"Pondok Indah, Jakarta Selatan",160.0,200.0,3.0,4.0,1.0
174,Jakarta Selatan,Rumah Siap Huni Shm Di Brawijaya Kebayoran Baru Jakarta Selatan,80000.0,"Kebayoran Baru, Jakarta Selatan",700.0,800.0,4.0,4.0,2.0
175,Jakarta Selatan,Rumah Kost 10 Kamar Dekat Pondok Indah Jakarta Selatan,10000.0,"Pondok Indah, Jakarta Selatan",452.0,300.0,10.0,10.0,2.0
176,Jakarta Selatan,"Rumah Bagus Di Area Premium Pondok Indah, Jalan 4 Mobil",25000.0,"Pondok Indah, Jakarta Selatan",576.0,409.0,4.0,4.0,3.0
177,Jakarta Selatan,Rumah Hoek Nyaman Dekat Eco Park Stasiun Lrt Tebet Timur Dalam,15800.0,"Tebet, Jakarta Selatan",298.0,550.0,4.0,3.0,2.0
178,Jakarta Selatan,Super Drop Price Jarang Ada Rumah Di Tebet Harga BU,3300.0,"Tebet, Jakarta Selatan",226.0,325.0,4.0,4.0,2.0
179,Jakarta Selatan,BUKIT GOLF PONDOK INDAH. LT 1595m2 Rp 95M. SELALU TER EXPAT,95000.0,"Pondok Indah, Jakarta Selatan",1595.0,700.0,7.0,5.0,8.0
180,Jakarta Selatan,Rumah Dijual Kemang Fully Furnished Jakarta Selatan,10500.0,"Kemang, Jakarta Selatan",200.0,330.0,4.0,3.0,1.0
181,Jakarta Selatan,Rumah Kemang 4 Lantai Dijual Jakarta Selatan,9850.0,"Kemang, Jakarta Selatan",217.0,440.0,4.0,3.0,2.0
182,Jakarta Selatan,Dijual Hunian Tenang Dalam Townhouse 3 Lantai Plus Rooftop,6900.0,"Kemang, Jakarta Selatan",187.0,361.0,4.0,3.0,3.0
183,Jakarta Selatan,"Rumah Nyaman Lokasi Strategis Di Jagakarsa, Jakarta Selatan",3500.0,"Jagakarsa, Jakarta Selatan",245.0,180.0,3.0,2.0,1.0
