,city,title,price,location,area,building_area,bedrooms,bathrooms,garage
527,Jakarta Barat,Rumah Brand New Layout Dan Lokasi Favorite,2450.0,"Meruya, Jakarta Barat",125.0,156.0,3.0,3.0,0.0
528,Jakarta Barat,Rumah Baru Lokasi Super Premium Meruya Utara,2350.0,"Meruya, Jakarta Barat",125.0,170.0,4.0,3.0,0.0
529,Jakarta Barat,Rumah Brand New Minimalis Permata Buana 3 Lantai Cluster Genteng,9500.0,"Permata Buana, Jakarta Barat",150.0,410.0,5.0,4.0,2.0
530,Jakarta Barat,Rumah Super Luas 2 Lantai di Greenville Dekat Ipeka Luas 575m2,6500.0,"Green Ville, Jakarta Barat",575.0,200.0,4.0,3.0,3.0
531,Jakarta Barat,Rumah Mewah Siap Huni Taman Intercon Kebon Jeruk Luas Tanah 540m2,23000.0,"Intercon, Jakarta Barat",540.0,860.0,4.0,5.0,2.0
532,Jakarta Barat,Rumah SHM Siap Huni dekat Stasiun Kalideres Jakbar Harga Nego Dibantu KPR J23762,830.0,"Kalideres, Jakarta Barat",60.0,42.0,2.0,1.0,0.0
533,Jakarta Barat,Rumah Murah Abis di Green Lake City 6x18 Standard Developer,2350.0,"Green Lake City, Jakarta Barat",108.0,168.0,3.0,2.0,2.0
534,Jakarta Barat,"Rumah di Intercon, 312meter, Sangat Rapih",11000.0,"Intercon, Jakarta Barat",312.0,400.0,4.0,4.0,0.0
535,Jakarta Barat,Rumah Cantik Casa Jardin Residences Full Bangunan Semi Furnished,3000.0,"Daan Mogot, Jakarta Barat",105.0,105.0,4.0,3.0,1.0
536,Jakarta Barat,"Puri Indah, 450meter",10800.0,"Puri Indah, Jakarta Barat",450.0,600.0,5.0,5.0,2.0
537,Jakarta Barat,"Rumah Mewah, Hadap Timur, Material Super",23000.0,"Intercon, Jakarta Barat",540.0,894.0,4.0,5.0,0.0
538,Jakarta Barat,Dijual Rumah Baru Di Joglo,2700.0,"Joglo, Jakarta Barat",102.0,160.0,4.0,3.0,2.0
539,Jakarta Barat,Rumah 2 Lantai Puri Indah Blok Bagus Desain Plong Lebar Depan 12 Meter,14000.0,"Puri Indah, Jakarta Barat",330.0,400.0,3.0,3.0,1.0
540,Jakarta Barat,Best Price Rumah Lebar 12m Blok Favorit Dekat Lapangan Tenis Intercon Kebon Jeruk,6250.0,"Intercon, Jakarta Barat",300.0,282.0,4.0,3.0,2.0
541,Jakarta Barat,Rumah Mewah Tropical Hook Siap Huni Intercon Kebon Jeruk Lt 520m2,16800.0,"Intercon, Jakarta Barat",520.0,600.0,4.0,3.0,2.0
542,Jakarta Barat,"Rumah di Perumahan Taman Meruya Ilir, Meruya Utara 8x15",2400.0,"Meruya, Jakarta Barat",120.0,200.0,4.0,2.0,1.0
543,Jakarta Barat,"Ana* Rumah Plong Di Kav.polri Luas 4x22m, 3lt Jelambar - * Good-Deal!!*",2390.0,"Jelambar, Jakarta Barat",88.0,208.0,2.0,3.0,1.0
544,Jakarta Barat,"Rumah Mewah Hook Dekat Mall, Meruya Utara",8900.0,"Meruya, Jakarta Barat",469.0,500.0,6.0,3.0,0.0
545,Jakarta Barat,8 X 18 Full Bangunan Termurah Gaada Lawan,3750.0,"Green Lake City, Jakarta Barat",144.0,208.0,3.0,4.0,3.0
546,Jakarta Barat,Rumah  Minimalis Duri Kepa Lt 44m2 Bebas Banjir,1690.0,"Duri Kepa, Jakarta Barat",44.0,120.0,3.0,3.0,1.0
547,Jakarta Barat,Termurah Rumah 2 Lantai di Kavling Dki Meruya,2100.0,"Meruya, Jakarta Barat",100.0,130.0,4.0,3.0,2.0
548,Jakarta Barat,Harga Termurah Rumah 2 Lantai Di Kavling Dki Meruya,2350.0,"Meruya, Jakarta Barat",125.0,150.0,4.0,3.0,2.0
549,Jakarta Barat,Rumah 3 Lantai Posisi Hook Di Citra Garden 2,6000.0,"Citra Garden, Jakarta Barat",213.0,400.0,5.0,3.0,1.0
550,Jakarta Barat,Rumah Bagus Daan Mogot Baru Hadap Selatan Full Furnished Modern,6000.0,"Daan Mogot, Jakarta Barat",200.0,550.0,6.0,4.0,2.0
551,Jakarta Barat,Rumah Daan Mogot Luxuriously Full Furnished,6500.0,"Daan Mogot, Jakarta Barat",273.0,480.0,5.0,5.0,0.0
552,Jakarta Barat,Rumah 3 Lantai Bagus Di Daan Mogot Baru Semi Furnished,4500.0,"Daan Mogot, Jakarta Barat",144.0,220.0,6.0,4.0,1.0
553,Jakarta Barat,Rumah Dijual Brand New Minimalis Taman Ratu Lt 90m2 Dalam Komplek,2490.0,"Taman Ratu, Jakarta Barat",90.0,200.0,3.0,4.0,1.0
554,Jakarta Barat,Rumah Hook Citra Garden 1 Jalan Utama Dekat Bandara Soekarno Hata,8000.0,"Citra Garden, Jakarta Barat",498.0,475.0,5.0,4.0,0.0
555,Jakarta Barat,Rumah Kost 2 Lantai Tanjung Duren Lt 144m2 Jalanan Lebar,3200.0,"Tanjung Duren, Jakarta Barat",144.0,200.0,9.0,4.0,1.0
556,Jakarta Barat,Rumah Siap Huni  Duri Kepa Lt 365m2 Lokasi Strategis,6200.0,"Duri Kepa, Jakarta Barat",365.0,200.0,4.0,5.0,1.0
557,Jakarta Barat,Rumah Dan Kavling  Tanjung Duren Lt 1031m2 Lokasi Strategis,15000.0,"Tanjung Duren, Jakarta Barat",1031.0,800.0,5.0,3.0,1.0
558,Jakarta Barat,Rumah  Siap Huni Kavling Polri Jelambar Lt 134m2 Blok Favorit,3900.0,"Jelambar, Jakarta Barat",134.0,150.0,3.0,3.0,2.0
560,Jakarta Barat,Meruya Utara - Swimming Pool - Siap Huni!!!,4500.0,"Meruya, Jakarta Barat",250.0,500.0,4.0,4.0,2.0
580,Jakarta Barat,Rumah Modern Siap Huni di Green Garden Jakarta Barat,3500.0,"Green garden, Jakarta Barat",144.0,250.0,3.0,3.0,1.0
599,Jakarta Pusat,Dijual Rumah Sangat Bagus di Jalan Samarinda Jakarta Pusat,8200.0,"Cideng, Jakarta Pusat",181.0,325.0,6.0,6.0,2.0
600,Jakarta Pusat,Rumah Di Jl. Menteng Kebon Sirih Lokasi Pusat Kota,15000.0,"Kebon Sirih, Jakarta Pusat",278.0,260.0,6.0,3.0,3.0
601,Jakarta Pusat,Rumah 2lantai jln industri 2 minimalis siap untuk pengantin baru,473.0,"Gunung Sahari, Jakarta Pusat",20.0,39.0,2.0,2.0,0.0
602,Jakarta Pusat,(kpr) Rumah 3 Lantai Lokasi Cempaka Putih Akses Besar,1500.0,"Cempaka Putih, Jakarta Pusat",40.0,110.0,3.0,3.0,1.0
603,Jakarta Pusat,Rumah Mewah Baru 3 Lantai Di Rawasari Jakarta Pusat,1070.0,"Percetakan Negara, Jakarta Pusat",35.0,104.0,3.0,3.0,1.0
604,Jakarta Pusat,Rumah Hasyim Ashari 2 Lantai Shm Jakarta Pusat,4500.0,"Hasyim Ashari, Jakarta Pusat",180.0,180.0,6.0,4.0,1.0
605,Jakarta Pusat,"Jual Cepat Rumah Di Kerajinan, Gajah Mada",2650.0,"Gajah Mada, Jakarta Pusat",126.0,200.0,3.0,2.0,0.0
606,Jakarta Pusat,Rumah Minimalis Modern 400 Jutaan Di Johar Baru Jakarta Pusat,435.0,"Johar Baru, Jakarta Pusat",21.0,40.0,2.0,2.0,0.0
607,Jakarta Pusat,[1 Menit Dari Stasiun Rajawali] Rumah Minimalis Modern Di Jalan Industri Jakarta Pusat,475.0,"Sawah Besar, Jakarta Pusat",21.0,41.0,2.0,2.0,0.0
608,Jakarta Pusat,MURAHH RUMAH Mewah MENTENG JAKARTA PUSAT  di Menteng Atas,41000.0,"Menteng Atas, Jakarta Pusat",586.0,300.0,4.0,4.0,2.0
609,Jakarta Pusat,Rumah 2 Lantai Petojo Dekat Taman  Itc Roxy Mas Cideng Gambir Jakarta Pusat,3000.0,"Petojo, Jakarta Pusat",170.0,300.0,4.0,3.0,0.0
610,Jakarta Pusat,Turun Harga Rumah Kos Kosan Aktif Di Kebon Kacang Tanah Abang,2500.0,"Kebon Kacang, Jakarta Pusat",80.0,160.0,10.0,5.0,0.0
611,Jakarta Pusat,Dijual Rumah Dan Kost2an 8 Kamar Shm Di Bendungan Hilir Jakarta,21000.0,"Bendungan Hilir, Jakarta Pusat",420.0,840.0,6.0,4.0,1.0
612,Jakarta Pusat,3 Lantai Rumah Akses Motor Dekat Office Salemba,470.0,"Salemba, Jakarta Pusat",25.0,75.0,3.0,2.0,1.0
613,Jakarta Pusat,Rumah Kartini Lokasi Strategis Harga Murah,6800.0,"Kartini, Jakarta Pusat",184.0,200.0,4.0,3.0,1.0
614,Jakarta Pusat,"Rumah Furnished Baru SHM - Sertifikat Hak Milik di Cempaka Putih Barat, Cempaka Putih",29700.0,"Cempaka Putih, Jakarta Pusat",846.0,1000.0,5.0,5.0,5.0
615,Jakarta Pusat,Rumah 2 Lantai Di Kepu 7 Dekat Polres Kemayoran Jakarta Pusat,660.0,"Senen, Jakarta Pusat",24.0,46.0,2.0,2.0,1.0
616,Jakarta Pusat,Rumah Akses Mobil Ada Carpot Area Kemayoran Jakarta Pusat,966.0,"Kemayoran, Jakarta Pusat",36.0,58.0,2.0,2.0,1.0
617,Jakarta Pusat,rumah 2lantai di jln kebon kosong kemayoran jakarta pusat,453.0,"Kemayoran, Jakarta Pusat",20.0,39.0,2.0,2.0,0.0
618,Jakarta Pusat,Rumah Mewah 2 Lantai Modern Di Jl.cempaka Putih Tengah 25 Cempaka Putih Jakarta Pusat,1690.0,"Cempaka Putih, Jakarta Pusat",72.0,118.0,3.0,3.0,1.0
619,Jakarta Pusat,Rumah America Classic Fully Furnished di Cempaka Putih Jakarta Pusat,30000.0,"Cempaka Putih, Jakarta Pusat",842.0,1000.0,5.0,5.0,5.0
620,Jakarta Pusat,"Rumah Murah Jalan Kran Kemayoran, Dekat Jalan Angkasa",970.0,"Kemayoran, Jakarta Pusat",36.0,58.0,2.0,3.0,1.0
621,Jakarta Pusat,Rumah 2 Lantai Dalam Kompleks Elit Cempaka Putih,2100.0,"Cempaka Putih, Jakarta Pusat",60.0,98.0,3.0,3.0,1.0
622,Jakarta Pusat,Memang Bisa Punya Rumah Minimalis Modern Di Jakpus? Bisa Dong...,435.0,"Cempaka Putih, Jakarta Pusat",20.0,38.0,2.0,2.0,0.0
623,Jakarta Pusat,"Rumah Keren,modern Mewah,di Lok.strategis Di Cempaka Putih",1150.0,"Cempaka Putih, Jakarta Pusat",30.0,58.0,3.0,3.0,1.0
624,Jakarta Pusat,"Mau Beli Rmh Keren,modern,minimalis?ada Loh Harga Murah Dijl.kran",614.0,"Gunung Sahari, Jakarta Pusat",21.0,42.0,2.0,3.0,1.0
625,Jakarta Pusat,Mau Rumah Keren Minimalis Di Lok.strategis Dg Harga Terjangkau ?,475.0,"Gunung Sahari, Jakarta Pusat",21.0,41.0,2.0,2.0,0.0
626,Jakarta Pusat,Rumah Minimalis 400 Jutaan Di Cempaka Putih Jakarta Pusat,435.0,"Cempaka Putih, Jakarta Pusat",20.0,38.0,2.0,2.0,0.0
627,Jakarta Pusat,Rumah Modern Mewah Di Cempaka Putih Timur Iv Jakarta Pusat,1150.0,"Cempaka Putih, Jakarta Pusat",30.0,58.0,3.0,3.0,1.0
628,Jakarta Pusat,[3 Menit Dari Stasiun Kemayoran] Rumah Minimalis Modern Di Jalan Kran Jakarta Pusat,614.0,"Gunung Sahari, Jakarta Pusat",21.0,42.0,2.0,2.0,0.0
629,Jakarta Pusat,Rumah Minimalis 300 Jutaan Di Pisangan Baru Tengah Jakarta Timur,370.0,"Percetakan Negara, Jakarta Pusat",19.0,37.0,2.0,2.0,0.0
630,Jakarta Pusat,Rumah Minimalis Modern Di Pisangan Baru Selatan Jakarta Timur,1220.0,"Cempaka Putih, Jakarta Pusat",50.0,85.0,3.0,3.0,1.0
631,Jakarta Pusat,Dijual Rumah 3 Lantai 5 Menit Dari Mall Grand Pramuka,1070.0,"Cempaka Putih, Jakarta Pusat",25.0,73.0,3.0,2.0,1.0
632,Jakarta Pusat,Dijual Rumah 2 Lantai 5 Menit Dari Rs Yarsi,1910.0,"Cempaka Putih, Jakarta Pusat",53.0,94.0,3.0,3.0,1.0
633,Jakarta Pusat,Rumah Mewah Modern Harga Terjangkau Di Pusat Jakarta,1150.0,"Cempaka Putih, Jakarta Pusat",30.0,58.0,2.0,2.0,1.0
634,Jakarta Pusat,Rumah 2 Lantai Lokasi Strategis Jalan Utama Cempaka Putih,1690.0,"Cempaka Putih, Jakarta Pusat",53.0,94.0,3.0,3.0,1.0
635,Jakarta Pusat,Rumah 3 Lantai Lokasi Strategis Cempaka Putih,1370.0,"Cempaka Putih, Jakarta Pusat",30.0,88.0,3.0,3.0,1.0
636,Jakarta Pusat,Rumah Mewah 2 Lantai  Dekat Trans Mart Cempaka Putih Jakart Pusat,1150.0,"Cempaka Putih, Jakarta Pusat",30.0,58.0,3.0,3.0,1.0
637,Jakarta Pusat,"Rumah Baru Cantik, Pademangan 4, Near Kemayoran, Furnish Ok Jual Cepat Bisa Kpr",1980.0,"Kemayoran, Jakarta Pusat",60.0,160.0,4.0,3.0,1.0
638,Jakarta Pusat,"Rumah Cantik 2 Lantai, 9X19, Shm, Dekat Gunung Sahari, Jl. Industri Jual Murah",1900.0,"Gunung Sahari, Jakarta Pusat",171.0,174.0,3.0,2.0,1.0
639,Jakarta Pusat,Cluster Cemp Putih Tengah 25 Jakpst,1980.0,"Cempaka Putih, Jakarta Pusat",53.0,94.0,3.0,3.0,1.0
640,Jakarta Pusat,Rumah Minimalis Lux Kemayoran Near Prj 2lantai 7x15 Jual Murah Bisa Kpr,2450.0,"Kemayoran, Jakarta Pusat",105.0,180.0,4.0,3.0,1.0
641,Jakarta Pusat,(kpr) Rumah 3 Lantai Cempaka Putih Akses 3 Mobil Besar,1500.0,"Cempaka Putih, Jakarta Pusat",40.0,110.0,3.0,2.0,1.0
642,Jakarta Pusat,Murah!! Jual Rumah Standard Luas 355mtr Di Menteng,10000.0,"Menteng, Jakarta Pusat",355.0,200.0,3.0,2.0,2.0
643,Jakarta Pusat,ABDI GUNSA ESTATE _OASIS OF CENTRAL JAKARTA_,1240.0,"Sawah Besar, Jakarta Pusat",45.0,90.0,3.0,3.0,0.0
644,Jakarta Pusat,Termurah Akses Mobil Lokasi Kemayoran,875.0,"Kemayoran, Jakarta Pusat",40.0,80.0,2.0,2.0,1.0
645,Jakarta Pusat,Jual Termurah Rumah Menteng Jl Cimahi Jakarta Pusat 50Jt Per Meter Lt 760 M2,39500.0,"Menteng, Jakarta Pusat",720.0,520.0,4.0,4.0,0.0
646,Jakarta Pusat,Rumah Minimalis Non Carport Di Cempaka Putih Timur Kota Jakarta Pusat,458.0,"Cempaka Putih, Jakarta Pusat",20.0,38.0,2.0,2.0,0.0
647,Jakarta Pusat,Bendungan Hilir Benhil Rumah Cantik Lay Out Luas Furnish,4800.0,"Bendungan Hilir, Jakarta Pusat",115.0,150.0,3.0,2.0,2.0
648,Jakarta Pusat,"Menarik!!! Rumah Fully Furnished Desain Moderen Minimalis 2,5 Lantai",2600.0,"Kemayoran, Jakarta Pusat",75.0,140.0,3.0,3.0,1.0
649,Jakarta Pusat,(kpr) Rumah Ethnic Di Kemayoran Siap Huni,1400.0,"Kemayoran, Jakarta Pusat",51.0,100.0,2.0,2.0,1.0
650,Jakarta Pusat,Rumah Murah Akses Mobil Ada Kolam Renang Dan Gym Di Jakarta Pusat,1070.0,"Cempaka Putih, Jakarta Pusat",25.0,73.0,3.0,2.0,1.0
651,Jakarta Pusat,Rumah Murah 2 Lantai Dekat Mangga Besar Shm,475.0,"Gunung Sahari, Jakarta Pusat",21.0,41.0,2.0,2.0,0.0
652,Jakarta Pusat,Rumah Dijual Di Cempaka Putih Jakarta Pusat,5200.0,"Cempaka Putih, Jakarta Pusat",269.0,239.0,3.0,2.0,1.0
653,Jakarta Pusat,Rumah Murah Sangat Strategis Di Gunung Sahari Jakarta Pusat,445.0,"Gunung Sahari, Jakarta Pusat",21.0,41.0,2.0,2.0,0.0
654,Jakarta Pusat,Rumah 2 Lantai Hanya 5 Menit Ke Stasiun Kemayoran,614.0,"Kemayoran, Jakarta Pusat",21.0,42.0,2.0,2.0,1.0
655,Jakarta Pusat,Rumah 2 Lantai Di Cempaka Putih Timur Di Belakang Kfc Cempaka Putih Jakarta Pusat,450.0,"Cempaka Putih, Jakarta Pusat",24.0,40.0,2.0,2.0,0.0
656,Jakarta Pusat,Rumah Modern 2 Lantai Di Jl.kran Kemayoran Jakarta Pusat,960.0,"Kemayoran, Jakarta Pusat",37.0,58.0,2.0,2.0,1.0
657,Jakarta Pusat,Rumah Termurah Di Cempaka Putih Jakarta Pusat,1050.0,"Cempaka Putih, Jakarta Pusat",30.0,58.0,2.0,3.0,1.0
658,Jakarta Pusat,Rumah Modern Mewah Di Rawasari Jakarta Pusat,1070.0,"Percetakan Negara, Jakarta Pusat",25.0,73.0,3.0,2.0,1.0
659,Jakarta Pusat,"Dijual Rumah 2 Lantai Bagus Di Cluster Valeria Metland Menteng, Jakarta Timur",1480.0,"Menteng, Jakarta Pusat",96.0,100.0,3.0,2.0,1.0
660,Jakarta Pusat,Dijual Rumah Terawat Di Cempaka Putih Jakarta Pusat,12000.0,"Cempaka Putih, Jakarta Pusat",506.0,400.0,6.0,4.0,2.0
661,Jakarta Pusat,Rumah Mewah di Menteng Tema Modern Ethnic High Ceiling,43000.0,"Menteng, Jakarta Pusat",750.0,600.0,4.0,4.0,0.0
662,Jakarta Pusat,"Menteng, Jakarta Pusat Rumah Klasik, Bagus & Antik",43800.0,"Menteng, Jakarta Pusat",750.0,600.0,4.0,4.0,2.0
663,Jakarta Pusat,"Dijual Rumah Lama Di Menteng, Jakarta Pusat – Lokasi Strategis, Ideal Untuk Investasi!",29000.0,"Menteng, Jakarta Pusat",391.0,250.0,3.0,2.0,0.0
664,Jakarta Pusat,Rumah mewah dan modern 2 lantai cempaka putih tengah jakarta pusat,1650.0,"Cempaka Putih, Jakarta Pusat",40.0,115.0,3.0,3.0,1.0
665,Jakarta Pusat,"Rumah Besar Cempaka Putih Barat 3 Lantai, Jalanan Lebar, Siap Huni Sangat Terawat, Dalam Komplek",6500.0,"Cempaka Putih, Jakarta Pusat",188.0,360.0,4.0,4.0,0.0
666,Jakarta Pusat,"Kolam Renang, Lantai Full Marmer Import, Parkit Jati, Luas Tanah 880m², Rumah Di Menteng",100000.0,"Menteng, Jakarta Pusat",880.0,1096.0,4.0,4.0,2.0
667,Jakarta Pusat,"Rumah Kebon Kacang 5 , Turun Harga!",18200.0,"Kebon Kacang, Jakarta Pusat",492.0,800.0,5.0,8.0,1.0
668,Jakarta Pusat,Best Price Rumah Siap Huni Ada Pool Di Menteng Jakarta Pusat,43000.0,"Menteng, Jakarta Pusat",753.0,520.0,3.0,4.0,3.0
669,Jakarta Pusat,Dijual Rumah 2 Lantai Layak Huni Di Bendungan Hilir SHM,4100.0,"Bendungan Hilir, Jakarta Pusat",117.0,160.0,4.0,2.0,1.0
670,Jakarta Pusat,Rumah Dijual Area Cideng Tanah Abang 2 Harga Mendekati Njop,15000.0,"Cideng, Jakarta Pusat",493.0,284.0,7.0,1.0,3.0
671,Jakarta Pusat,Rumah Bagus Menteng Lokasi Super Lux Nice Interior,55000.0,"Menteng, Jakarta Pusat",548.0,900.0,4.0,4.0,4.0
672,Jakarta Pusat,"Dp 5 Juta, Rumah 2 Lantai Nuansa Sejuk di Jogja",834.0,"Kemayoran, Jakarta Pusat",110.0,75.0,3.0,2.0,1.0
673,Jakarta Pusat,) Rumah 3 Lantai Di Cempak Putih Akses 3 Mobil,1500.0,"Cempaka Putih, Jakarta Pusat",40.0,100.0,3.0,3.0,2.0
675,Jakarta Pusat,"Rumah Menteng Hitung Tanah Termurah, Jalan Lebar, Elite, Dekat Thamrin",19500.0,"Menteng, Jakarta Pusat",353.0,200.0,3.0,2.0,3.0
676,Jakarta Pusat,"Menteng 2 Lantai, Golongan C Area Elite, Tenang Dekat Jalan Cendana",140000.0,"Menteng, Jakarta Pusat",1405.0,1000.0,5.0,5.0,11.0
677,Jakarta Pusat,"( Menteng Komersial - Bangun 6 Lantai ) Jl Jaksa, Best Price !!",22500.0,"Menteng, Jakarta Pusat",529.0,529.0,1.0,1.0,10.0
678,Jakarta Pusat,Rumah 2 Lantai Bagus Kokoh  Di Menteng,17500.0,"Menteng, Jakarta Pusat",535.0,600.0,5.0,4.0,2.0
679,Jakarta Pusat,Dijual Rumah Baru Tempat Strategis 2 Lantai Di Cempaka Putih Jakarta Pusat,458.0,"Cempaka Putih, Jakarta Pusat",20.0,38.0,2.0,2.0,0.0
680,Jakarta Pusat,Rumah Etnik Di Menteng Jakarta Pusat Desain Rumah Belanda Bali,89900.0,"Menteng, Jakarta Pusat",1225.0,800.0,6.0,6.0,5.0
681,Jakarta Pusat,Rumah Mewah Menteng 733 m² Lokasi Oke Nego,49000.0,"Menteng, Jakarta Pusat",733.0,548.0,7.0,8.0,2.0
682,Jakarta Pusat,"Super Murah. The Most Luxury Prestisius House At Menteng, Jak Pus",105000.0,"Menteng, Jakarta Pusat",1100.0,920.0,5.0,5.0,4.0
683,Jakarta Pusat,Rumah Mewah Jakarta Pusat Strategis Selangkah Ke Atrium,9000.0,"Salemba, Jakarta Pusat",376.0,650.0,7.0,7.0,2.0
684,Jakarta Pusat,"Menteng Mewah 2 Lantai + Rooftop, High Spec, Taman Dan Pool",100000.0,"Menteng, Jakarta Pusat",879.0,1000.0,4.0,4.0,6.0
685,Jakarta Pusat,"Menteng Termurah 58,5 Juta Per M2 Rumah Modern Tropical, Taman, Pool",43000.0,"Menteng, Jakarta Pusat",753.0,520.0,3.0,3.0,3.0
686,Jakarta Pusat,Rumah Murah Bebas Banjir Di Jalan Kran Jakarta Pusat Dekat Jalan Garuda,966.0,"Kemayoran, Jakarta Pusat",29.0,58.0,2.0,2.0,1.0
687,Jakarta Pusat,"Rumah Mewah Menteng 1195 m², 46JT/m Nego",55000.0,"Menteng, Jakarta Pusat",1195.0,650.0,5.0,4.0,4.0
688,Jakarta Pusat,"Dijual Rumah Bagus 1,25 Lt di Tanah Tinggi Senen Jakarta Pusat, Air Pam Dan Air Tanah, Plafon 6 M, Bisa Utk Kost",1320.0,"Johar Baru, Jakarta Pusat",122.0,102.0,3.0,1.0,1.0
689,Jakarta Pusat,3 Lantai Rumah Pusat Kota Akses Motor Dekat Salemba,470.0,"Johar Baru, Jakarta Pusat",24.0,80.0,3.0,2.0,1.0
691,Jakarta Pusat,Rumah Siap Huni Bendungan Hilir Lokasi Strategis,4800.0,"Bendungan Hilir, Jakarta Pusat",115.0,150.0,3.0,3.0,1.0
692,Jakarta Pusat,Miliki Rumah 2 Lt. di Prime Area Menteng Jakarta Pusat Hanya 21 M Saja,21000.0,"Menteng, Jakarta Pusat",323.0,400.0,5.0,6.0,1.0
693,Jakarta Pusat,Dijual Rumah Tua Kos Kosan Di Jln Besar Benhil Jakarta Pusat Shm,25000.0,"Bendungan Hilir, Jakarta Pusat",573.0,372.0,16.0,17.0,0.0
694,Jakarta Pusat,DIJUAL GUEST HOUSE EXECUTIVE DI MENTENG PRIME AREA RING 1,160000.0,"Menteng, Jakarta Pusat",1610.0,3000.0,19.0,19.0,5.0
695,Jakarta Pusat,"4 Unit Rumah Dijual 2 Lantai Siap Huni, Lokasi Tenang  Menteng",130000.0,"Menteng, Jakarta Pusat",820.0,480.0,3.0,2.0,0.0
696,Jakarta Pusat,"Rumah Jual Cepat Hitung Tanah Lokasi Prime Menteng, Jakarta Pusat",145000.0,"Menteng, Jakarta Pusat",1300.0,900.0,5.0,4.0,2.0
697,Jakarta Pusat,"Rumah Lama Jual Hitung Tanah di Menteng, Jakarta Pusat",55000.0,"Menteng, Jakarta Pusat",646.0,300.0,3.0,3.0,0.0
698,Jakarta Pusat,Rumah Jual Cepat Harga Njop Lokasi Strategis Tanah Abang,14000.0,"Cideng, Jakarta Pusat",493.0,300.0,3.0,3.0,2.0
699,Jakarta Pusat,"Hunian Lokasi Strategis Harga Dibawah Pasaran Di Menteng, Jakarta Pusat",45000.0,"Menteng, Jakarta Pusat",909.0,400.0,4.0,2.0,7.0
700,Jakarta Pusat,Rumah 2 Lantai di Cempaka Putih Jakarta Pusat,6000.0,"Cempaka Putih, Jakarta Pusat",250.0,150.0,5.0,3.0,1.0
701,Jakarta Pusat,Rumah Tua Hitung Tanah Komersial Di Hos Cokroaminoto Menteng Jakarta Pusat,69000.0,"Menteng, Jakarta Pusat",920.0,300.0,2.0,2.0,0.0
704,Jakarta Pusat,Dijual Rumah Menteng Area Tenang Jakarta Pusat,65000.0,"Menteng, Jakarta Pusat",894.0,703.0,5.0,4.0,2.0
705,Jakarta Pusat,Rumah 2 Lantai Shm Bagus Murah Deket Pasar Baru Jakarta Pusat,720.0,"Pasar Baru, Jakarta Pusat",45.0,45.0,2.0,2.0,0.0
706,Jakarta Pusat,"Dijual Rumah 3.5 Lantai,  Di Tanah Sereal Cideng",3000.0,"Cideng, Jakarta Pusat",83.0,250.0,2.0,1.0,1.0
708,Jakarta Pusat,"Jual Rumah 2 Lantai Di Jln Kran V  Minimalis Modern,aman Dan Nyaman",614.0,"Kemayoran, Jakarta Pusat",21.0,42.0,2.0,2.0,0.0
709,Jakarta Pusat,Jual Rumah Industri 2..2 Lantai Minimalis Modern Nyaman Dan Aman,447.0,"Sawah Besar, Jakarta Pusat",21.0,41.0,2.0,2.0,0.0
710,Jakarta Pusat,Rumah Rajawali.,14500.0,"Gunung Sahari, Jakarta Pusat",446.0,500.0,5.0,3.0,3.0
711,Jakarta Pusat,Rumah Cempaka Putih 25 Pinggir Jalan Dekat Kuliner Taman Solo Jakarta Pusat,1910.0,"Cempaka Putih, Jakarta Pusat",55.0,97.0,3.0,3.0,1.0
713,Jakarta Pusat,Rumah Di Mohamad Yamin Menteng Jakpus,50000.0,"Menteng, Jakarta Pusat",707.0,787.0,4.0,4.0,0.0
714,Jakarta Pusat,Rumah Bagus Murah SHM Cempaka Baru Kemayoran,990.0,"Kemayoran, Jakarta Pusat",66.0,120.0,4.0,2.0,0.0
715,Jakarta Pusat,"Rumah Nyaman Lokasi Strategis di Cempaka Putih, Jakarta Pusat",7000.0,"Cempaka Putih, Jakarta Pusat",365.0,200.0,4.0,4.0,2.0
716,Jakarta Pusat,Hunian Nyaman Modern Di Jalan Industri 2 Gunung Sahari Jakarta Pusat,498.0,"Gunung Sahari, Jakarta Pusat",22.0,43.0,2.0,2.0,0.0
717,Jakarta Pusat,"Jual Harga Njop, Rumah Bagus 2 Lantai, Shm, Unfurnished, Hasyim Ashari, Jakarta Pusat",5000.0,"Hasyim Ashari, Jakarta Pusat",180.0,180.0,6.0,4.0,1.0
718,Jakarta Pusat,"Rumah Murah Aset BRI, Johar Baru, Jakarta Pusat",3860.0,"Johar Baru, Jakarta Pusat",221.0,244.0,4.0,1.0,0.0
719,Jakarta Pusat,"Rumah Murah Aset BRI, Johar Baru, Jakarta Pusat",4950.0,"Johar Baru, Jakarta Pusat",436.0,520.0,4.0,4.0,0.0
720,Jakarta Pusat,"Rumah Murah Aset BRI, Cempaka Putih, Jakarta Pusat",3400.0,"Cempaka Putih, Jakarta Pusat",242.0,210.0,5.0,3.0,0.0
721,Jakarta Pusat,"Rumah Murah Aset BRI, Cempaka Putih, Jakarta Pusat",3500.0,"Cempaka Putih, Jakarta Pusat",300.0,403.0,5.0,3.0,0.0
722,Jakarta Pusat,Rumah Murah Dekat WTC Mangga Dua Jakarta Pusat,425.0,"Gunung Sahari, Jakarta Pusat",20.0,39.0,2.0,2.0,0.0
